nm, %T
926.000000, 93.350309
924.000000, 93.349851
922.000000, 93.346791
920.000000, 93.347784
918.000000, 93.347060
916.000000, 93.346037
914.000000, 93.343548
912.000000, 93.342250
910.000000, 93.341206
908.000000, 93.339435
906.000000, 93.336864
904.000000, 93.336065
902.000000, 93.336945
900.000000, 93.338099
898.000000, 93.335880
896.000000, 93.334073
894.000000, 93.335274
892.000000, 93.336561
890.000000, 93.337322
888.000000, 93.335068
886.000000, 93.331259
884.000000, 93.332539
882.000000, 93.330504
880.000000, 93.328942
878.000000, 93.331825
876.000000, 93.332258
874.000000, 93.328278
872.000000, 93.323877
870.000000, 93.322987
868.000000, 93.323426
866.000000, 93.324968
864.000000, 93.325407
862.000000, 93.321557
860.000000, 93.456605
858.000000, 93.502273
856.000000, 93.474740
854.000000, 93.554846
852.000000, 93.550943
850.000000, 93.514950
848.000000, 93.448465
846.000000, 93.563465
844.000000, 93.500274
842.000000, 93.551104
840.000000, 93.508759
838.000000, 93.490024
836.000000, 93.489869
834.000000, 93.455389
832.000000, 93.512171
830.000000, 93.505871
828.000000, 93.463735
826.000000, 93.510029
824.000000, 93.483780
822.000000, 93.484559
820.000000, 93.458054
818.000000, 93.466463
816.000000, 93.466215
814.000000, 93.482571
812.000000, 93.457297
810.000000, 93.480858
808.000000, 93.487947
806.000000, 93.473468
804.000000, 93.457443
802.000000, 93.449353
800.000000, 93.458984
798.000000, 93.463377
796.000000, 93.458445
794.000000, 93.442610
792.000000, 93.456163
790.000000, 93.454736
788.000000, 93.494152
786.000000, 93.466331
784.000000, 93.454226
782.000000, 93.463394
780.000000, 93.463659
778.000000, 93.448818
776.000000, 93.464487
774.000000, 93.443594
772.000000, 93.497286
770.000000, 93.460170
768.000000, 93.468975
766.000000, 93.477948
764.000000, 93.491778
762.000000, 93.472383
760.000000, 93.421338
758.000000, 93.455367
756.000000, 93.480892
754.000000, 93.469238
752.000000, 93.457704
750.000000, 93.439430
748.000000, 93.448969
746.000000, 93.446985
744.000000, 93.443882
742.000000, 93.428933
740.000000, 93.455307
738.000000, 93.473530
736.000000, 93.460824
734.000000, 93.450364
732.000000, 93.444304
730.000000, 93.446074
728.000000, 93.456114
726.000000, 93.451901
724.000000, 93.465152
722.000000, 93.453105
720.000000, 93.467709
718.000000, 93.436565
716.000000, 93.444612
714.000000, 93.440244
712.000000, 93.427953
710.000000, 93.456787
708.000000, 93.463970
706.000000, 93.463376
704.000000, 93.433064
702.000000, 93.427994
700.000000, 93.446016
698.000000, 93.436500
696.000000, 93.446996
694.000000, 93.423641
692.000000, 93.410140
690.000000, 93.403639
688.000000, 93.400228
686.000000, 93.428989
684.000000, 93.430470
682.000000, 93.433713
680.000000, 93.436792
678.000000, 93.436031
676.000000, 93.420186
674.000000, 93.410171
672.000000, 93.396179
670.000000, 93.400779
668.000000, 93.389892
666.000000, 93.402475
664.000000, 93.410195
662.000000, 93.405523
660.000000, 93.404108
658.000000, 93.418046
656.000000, 93.402367
654.000000, 93.412895
652.000000, 93.423199
650.000000, 93.423276
648.000000, 93.408995
646.000000, 93.409753
644.000000, 93.401024
642.000000, 93.409417
640.000000, 93.402752
638.000000, 93.412342
636.000000, 93.406300
634.000000, 93.407253
632.000000, 93.420789
630.000000, 93.410122
628.000000, 93.411158
626.000000, 93.398021
624.000000, 93.394091
622.000000, 93.389557
620.000000, 93.402924
618.000000, 93.414409
616.000000, 93.427415
614.000000, 93.434430
612.000000, 93.419353
610.000000, 93.412176
608.000000, 93.418565
606.000000, 93.402525
604.000000, 93.391814
602.000000, 93.396983
600.000000, 93.379314
598.000000, 93.377146
596.000000, 93.386525
594.000000, 93.388113
592.000000, 93.387159
590.000000, 93.367005
588.000000, 93.373987
586.000000, 93.377846
584.000000, 93.386852
582.000000, 93.384490
580.000000, 93.366817
578.000000, 93.368191
576.000000, 93.368875
574.000000, 93.370086
572.000000, 93.381882
570.000000, 93.371984
568.000000, 93.355852
566.000000, 93.354209
564.000000, 93.356047
562.000000, 93.353718
560.000000, 93.380052
558.000000, 93.382343
556.000000, 93.361927
554.000000, 93.365358
552.000000, 93.372026
550.000000, 93.375856
548.000000, 93.370014
546.000000, 93.371788
544.000000, 93.371128
542.000000, 93.364191
540.000000, 93.362287
538.000000, 93.349408
536.000000, 93.337513
534.000000, 93.340805
532.000000, 93.353996
530.000000, 93.340388
528.000000, 93.331285
526.000000, 93.340720
524.000000, 93.335870
522.000000, 93.325302
520.000000, 93.302759
518.000000, 93.286147
516.000000, 93.290426
514.000000, 93.287944
512.000000, 93.272704
510.000000, 93.258630
508.000000, 93.245791
506.000000, 93.243146
504.000000, 93.250962
502.000000, 93.250282
500.000000, 93.250123
498.000000, 93.247488
496.000000, 93.244421
494.000000, 93.242148
492.000000, 93.242154
490.000000, 93.242288
488.000000, 93.243644
486.000000, 93.249605
484.000000, 93.254843
482.000000, 93.265101
480.000000, 93.268520
478.000000, 93.249280
476.000000, 93.229957
474.000000, 93.210741
472.000000, 93.203752
470.000000, 93.221544
468.000000, 93.225259
466.000000, 93.217751
464.000000, 93.212182
462.000000, 93.222623
460.000000, 93.225965
458.000000, 93.214754
456.000000, 93.211715
454.000000, 93.215147
452.000000, 93.216144
450.000000, 93.211511
448.000000, 93.209525
446.000000, 93.219093
444.000000, 93.221268
442.000000, 93.204131
440.000000, 93.188844
438.000000, 93.175923
436.000000, 93.179185
434.000000, 93.181364
432.000000, 93.180859
430.000000, 93.191777
428.000000, 93.184645
426.000000, 93.173320
424.000000, 93.178613
422.000000, 93.164977
420.000000, 93.142909
418.000000, 93.127357
416.000000, 93.137145
414.000000, 93.159610
412.000000, 93.144232
410.000000, 93.132961
408.000000, 93.132613
406.000000, 93.119320
404.000000, 93.099140
402.000000, 93.092796
400.000000, 93.102918
398.000000, 93.105169
396.000000, 93.094459
394.000000, 93.105182
392.000000, 93.107088
390.000000, 93.091001
388.000000, 93.087669
386.000000, 93.070568
384.000000, 93.059586
382.000000, 93.046200
380.000000, 92.993363
378.000000, 92.940161
376.000000, 92.961610
374.000000, 92.970677
372.000000, 92.962582
370.000000, 92.990492
368.000000, 92.966499
366.000000, 92.924593
364.000000, 92.912899
362.000000, 92.918447
360.000000, 92.908079
358.000000, 92.888893
356.000000, 92.891147
354.000000, 92.892229
352.000000, 92.873500
350.000000, 92.855589
348.000000, 92.850717
346.000000, 92.857064
344.000000, 92.858286
342.000000, 92.847932
340.000000, 92.832473
338.000000, 92.826517
336.000000, 92.813412
334.000000, 92.783612
332.000000, 92.770117
330.000000, 92.754782
328.000000, 92.750000
326.000000, 92.742575
324.000000, 92.713461
322.000000, 92.712061
320.000000, 92.705838
318.000000, 92.746816
316.000000, 92.787903
314.000000, 92.767361
312.000000, 92.756081
310.000000, 92.750534
308.000000, 92.724064
306.000000, 92.720248
304.000000, 92.700110
302.000000, 92.692457
300.000000, 92.687127
298.000000, 92.664505
296.000000, 92.636577
294.000000, 92.609761
292.000000, 92.615291
290.000000, 92.590225
288.000000, 92.557258
286.000000, 92.548321
284.000000, 92.553133
282.000000, 92.543022
280.000000, 92.506631
278.000000, 92.483804
276.000000, 92.476246
274.000000, 92.453965
272.000000, 92.414471
270.000000, 92.421319
268.000000, 92.412849
266.000000, 92.363774
264.000000, 92.322162
262.000000, 92.304318
260.000000, 92.290107
258.000000, 92.268346
256.000000, 92.238924
254.000000, 92.222065
252.000000, 92.185523
250.000000, 92.145281
