wavelength(eV);psi;tan(psi);delta;cos(delta)
3.631717542;4.789513987;0.083788043;5.743050276;0.994980663
3.623396623;4.764749232;0.083352798;6.012402984;0.994499244
3.615113747;4.781572132;0.08364846;5.754318386;0.994960964
3.606868652;4.765428776;0.083364741;5.721084041;0.995018954
3.598661082;4.781957482;0.083655233;5.77637053;0.994922301
3.59049078;4.817746606;0.084284275;5.674493544;0.995099686
3.582357494;4.79719365;0.083923021;6.054530165;0.994421962
3.574260971;4.796353906;0.083908261;5.540710205;0.995327846
3.566200964;4.793921272;0.083865505;5.989899593;0.994540307
3.558177226;4.815182705;0.084239209;5.727919449;0.995007055
3.550189513;4.817308389;0.084276572;5.608513505;0.995212889
3.542237583;4.802598438;0.084018017;5.666121082;0.995114124
3.534321196;4.828726586;0.084477276;5.680352946;0.995089569
3.526440113;4.81251018;0.084192234;5.710437716;0.99503746
3.5185941;4.845077768;0.084764702;5.932791234;0.994643825
3.510782923;4.850925472;0.084867498;5.654829889;0.995133561
3.50300635;4.823566266;0.08438657;5.550038083;0.995312114
3.495264152;4.844026329;0.084746219;5.497387857;0.995400567
3.487556102;4.853040552;0.084904679;5.44343308;0.99549034
3.479881974;4.83988669;0.08467345;5.594373939;0.995236977
3.472241544;4.829802053;0.084496181;5.445600242;0.995486751
3.464634591;4.863012134;0.085079973;5.226722955;0.995842019
3.457060896;4.861587443;0.085054927;5.493889854;0.995406414
3.449520241;4.867978591;0.085167282;5.554767454;0.995304127
3.442012411;4.859247197;0.085013787;5.392971225;0.995573502
3.43453719;4.882237626;0.08541796;5.253890401;0.995798712
3.427094369;4.855140414;0.084941593;5.353373648;0.995638219
3.419683735;4.867742641;0.085163134;5.404608258;0.995554392
3.412305081;4.902163837;0.085768286;5.16906591;0.995933186
3.4049582;4.87408436;0.085274622;5.28790529;0.995744175
3.397642888;4.890382758;0.085561158;5.758651747;0.994953378
3.390358942;4.891295752;0.085577209;5.239058646;0.995822383
3.38310616;4.900049958;0.08573112;5.510273773;0.995378996
3.375884342;4.895810336;0.085656581;5.139945758;0.995978848
3.368693291;4.911817989;0.085938024;5.370985608;0.995609493
3.36153281;4.917698884;0.086041424;5.207601887;0.995872365
3.354402706;4.888092362;0.085520891;5.319376069;0.995693404
3.347302784;4.935096311;0.086347322;5.378193252;0.99559771
3.340232855;4.922037847;0.086117714;5.084057095;0.996065762
3.333192728;4.924436691;0.086159893;5.236856879;0.995825891
3.326182214;4.931531379;0.086284639;4.875639376;0.996381523
3.319201129;4.911435954;0.085931307;5.303157753;0.995719606
3.312249287;4.947926845;0.086572932;5.089772486;0.996056918
3.305326504;4.932412344;0.086300129;5.120250701;0.996009584
3.298432598;4.951118775;0.086629059;5.512765919;0.995374819
3.29156739;4.947741186;0.086569667;4.966519953;0.996245456
3.2847307;4.96544194;0.086880927;5.239509192;0.995821665
3.277922352;4.943319362;0.086491914;4.899868462;0.996345492
3.271142169;4.927811367;0.08621923;5.350989262;0.9956421
3.264389977;4.96423396;0.086859685;4.838935433;0.996435766
3.257665602;4.954834072;0.08669439;5.025615043;0.996155634
3.250968875;4.958030043;0.08675059;5.504256378;0.995389075
3.244299623;4.971403245;0.086985758;4.932765799;0.996296286
3.237657679;4.976492956;0.087075263;4.938450086;0.99628775
3.231042874;4.979612903;0.087130129;4.887453581;0.996363977
3.224455044;4.952880501;0.086660038;5.136422375;0.995984355
3.217894024;4.985407169;0.087232027;4.907342522;0.996334342
3.211359649;4.981847816;0.087169432;4.885866742;0.996366336
3.204851759;4.983497421;0.087198442;4.889306238;0.996361221
3.198370192;4.961559718;0.086812658;5.140033325;0.995978711
3.191914789;4.996315679;0.087423868;5.076997711;0.996076673
3.185485392;5.001015607;0.087506525;4.745868882;0.996571471
3.179081844;5.002801171;0.087537928;4.971090554;0.996238547
3.172703989;4.987731596;0.087272905;5.141023327;0.995977162
3.166351674;4.995249858;0.087405124;4.943684278;0.996279882
3.160024745;5.032130681;0.08805377;4.712403578;0.996619625
3.15372305;4.99980441;0.087485224;4.67175581;0.996677658
3.147446438;5.007818599;0.08762617;4.990138185;0.996209685
3.141194761;5.011936958;0.087698601;4.447723184;0.996988505
3.13496787;5.025477426;0.08793675;5.029416066;0.99614982
3.128765617;5.025767572;0.087941853;4.956428066;0.99626069
3.122587857;5.016359839;0.087776389;4.762100099;0.996547992
3.116434445;5.031330032;0.088039688;4.701502315;0.996635238
3.110305237;5.026236119;0.087950094;4.82567233;0.996455266
3.104200091;5.026366477;0.087952386;4.764892565;0.996543945
3.098118865;5.020252579;0.087844854;4.500578451;0.996916542
3.092061419;5.032967017;0.08806848;4.68174066;0.996663449
3.086027614;5.031895648;0.088049636;4.6380728;0.996725367
3.080017312;5.034774343;0.088100268;4.580862367;0.99680561
3.074030376;5.062663609;0.088590827;4.421139177;0.997024379
3.068066669;5.052125652;0.088405465;4.752108299;0.996562455
3.062126057;5.060364017;0.088550377;4.650652438;0.996707589
3.056208405;5.049386341;0.088357281;4.773123008;0.996532002
3.050313582;5.061347003;0.088567668;4.362323323;0.997102986
3.044441455;5.05532793;0.088461792;4.447011807;0.996989468
3.038591893;5.047166859;0.088318242;4.552511421;0.996845008
3.032764766;5.046443423;0.088305517;4.411541741;0.997037278
3.026959947;5.064439677;0.088622069;4.509558458;0.996904231
3.021177306;5.058690162;0.088520934;4.36161893;0.997103921
3.015416717;5.059617983;0.088537254;4.788149224;0.996510145
3.009678054;5.074322493;0.088795914;4.403551387;0.997047995
3.003961192;5.070223035;0.088723801;4.336773553;0.997136805
2.998266007;5.097563159;0.089204753;4.563308852;0.996830032
2.992592376;5.090586354;0.089082017;4.718726122;0.996610553
2.986940178;5.072368821;0.088761547;4.345220166;0.997125647
2.981309289;5.078192434;0.08886399;4.20900377;0.997302956
2.975699592;5.088304732;0.089041879;4.707926351;0.996626042
2.970110965;5.098478517;0.089220856;4.670094144;0.996680019
2.964543291;5.089632118;0.08906523;4.353581151;0.99711458
2.958996452;5.08243087;0.088938549;4.486479202;0.996935821
2.95347033;5.098478061;0.089220848;4.37465924;0.997086586
2.947964812;5.100521761;0.089256801;4.460848451;0.996970714
2.94247978;5.09499255;0.08915953;4.179197751;0.997341002
2.937015122;5.117808569;0.089560925;4.401017086;0.99705139
2.931570723;5.098147025;0.089215024;4.3475798;0.997122526
2.926146472;5.108366741;0.089394815;4.224213571;0.997283437
2.920742257;5.105405498;0.089342718;4.104960593;0.997434589
2.915357967;5.117847448;0.089561609;4.356010838;0.99711136
2.909993492;5.115206829;0.089515152;4.336976055;0.997136538
2.904648722;5.116263525;0.089533743;3.991832278;0.997573984
2.89932355;5.133151759;0.089830869;4.230306867;0.997275598
2.894017868;5.122019709;0.089635013;4.215118054;0.997295118
2.888731569;5.137245781;0.0899029;4.39362975;0.997061276
2.883464547;5.116678335;0.08954104;4.136696504;0.997394786
2.878216696;5.119637063;0.089593094;4.37793753;0.99708222
2.872987913;5.142749214;0.08999973;4.304141588;0.997179711
2.867778094;5.130571168;0.089785466;4.138625483;0.997392357
2.862587135;5.129323782;0.089763519;4.110354964;0.997427845
2.857414934;5.139366979;0.089940221;4.108932039;0.997429625
2.85226139;5.159154667;0.090288386;4.207692222;0.997304636
2.847126402;5.141797769;0.08998299;4.120240672;0.997415463
2.842009871;5.135710563;0.089875889;4.331816158;0.997143344
2.836911696;5.142338481;0.089992503;3.992592598;0.99757306
2.831831779;5.136805941;0.089895161;4.133849495;0.997398369
2.826770022;5.151030202;0.090145433;4.203746062;0.997309687
2.821726328;5.133187013;0.089831489;3.944838764;0.997630746
2.816700601;5.138255687;0.089920668;4.01833537;0.997541676
2.811692744;5.14667406;0.090068787;3.995760147;0.997569209
2.806702663;5.168629465;0.090455103;4.005299762;0.997557594
2.801730263;5.139687869;0.089945867;4.201400608;0.997312687
2.79677545;5.148312189;0.09009761;3.993207499;0.997572313
2.791838131;5.147078316;0.0900759;4.074482776;0.997472526
2.786918214;5.151185248;0.090148161;3.951254652;0.997623036
2.782015607;5.158941283;0.090284631;4.094632327;0.997447477
2.777130218;5.168657633;0.090455599;3.905297092;0.997677986
2.772261957;5.186330647;0.090766583;3.932349018;0.997645719
2.767410734;5.188970188;0.090813032;4.024002794;0.99753474
2.76257646;5.154985038;0.090215019;4.030523382;0.997526747
2.757759046;5.165402567;0.090398322;3.965813812;0.997605494
2.752958404;5.181511608;0.090681783;4.165394206;0.99735853
2.748174447;5.173958652;0.090548877;4.043038349;0.99751137
2.743407087;5.175775156;0.090580841;3.915216125;0.997666181
2.738656239;5.174656321;0.090561153;4.050899618;0.997501687
2.733921818;5.168465666;0.090452221;4.292452327;0.997195002
2.729203737;5.193842124;0.090898765;4.011628049;0.997549873
2.724501912;5.183246585;0.090712313;4.064157581;0.997485314
2.71981626;5.189422335;0.090820988;3.894701086;0.997690565
2.715146698;5.18062315;0.090666149;3.976202997;0.997592937
2.710493141;5.194944455;0.090918163;3.905767528;0.997677427
2.70585551;5.186988127;0.090778153;3.925573956;0.997653821
2.701233721;5.190699818;0.090843469;3.839899118;0.997755075
2.696627694;5.200293593;0.091012296;3.860782557;0.9977306
2.692037348;5.18166407;0.090684466;4.054118934;0.997497717
2.687462603;5.214173202;0.091256553;3.742535126;0.997867436
2.682903381;5.204719699;0.091090186;4.070607024;0.99747733
2.678359601;5.203178233;0.09106306;4.108468998;0.997430204
2.673831186;5.198040892;0.090972653;3.919909793;0.997660584
2.669318058;5.210096868;0.091184815;3.917160645;0.997663863
2.66482014;5.203898719;0.091075739;4.076666359;0.997469817
2.660337354;5.212924328;0.091234574;3.788139371;0.997815166
2.655869625;5.209960521;0.091182416;3.755888767;0.997852196
2.651416878;5.209635664;0.091176699;3.758610453;0.997849083
2.646979035;5.220269412;0.091363839;3.87586144;0.997712845
2.642556024;5.206973544;0.09112985;3.740751992;0.997869467
2.63814777;5.225976252;0.091464274;3.650396453;0.997971113
2.633754198;5.216584571;0.09129899;3.85885569;0.997732864
2.629375236;5.220742925;0.091372172;3.871441951;0.997718056
2.625010812;5.216874538;0.091304093;3.805267256;0.997795371
2.620660852;5.217304708;0.091311663;3.630656646;0.997992989
2.616325285;5.212242481;0.091222575;3.72819447;0.997883742
2.612004039;5.224592475;0.091439921;3.766012739;0.997840606
2.607697045;5.22795176;0.091499042;3.77828193;0.997826518
2.603404231;5.236234256;0.091644811;3.678905748;0.997939309
2.599125527;5.21720382;0.091309888;3.907069456;0.997675879
2.594860865;5.232104354;0.091572126;3.881553557;0.997706125
2.590610174;5.245258619;0.091803641;3.722383689;0.997890331
2.586373387;5.231500833;0.091561504;3.682173715;0.997935648
2.582150435;5.251732335;0.091917582;3.968766226;0.997601929
2.577941252;5.23208533;0.091571791;3.773284971;0.997832261
2.573745768;5.234658136;0.091617071;3.793945222;0.997808466
2.569563919;5.244147541;0.091784086;3.65534983;0.997965605
2.565395636;5.238502622;0.091684734;3.591710503;0.998035802
2.561240856;5.2632573;0.092120434;3.568207892;0.998061416
2.557099511;5.241285586;0.091733714;3.837316299;0.997758093
2.552971537;5.260165194;0.092066009;3.580238036;0.998048326
2.548856869;5.247827367;0.091848852;3.588282714;0.998039549
2.544755444;5.258472092;0.092036208;3.772409307;0.997833267
2.540667196;5.24872824;0.091864708;3.559815249;0.998070521
2.536592064;5.243880227;0.091779381;3.4973511;0.99813762
2.532529983;5.266865702;0.092183947;3.569658393;0.99805984
2.528480891;5.266182441;0.092171921;3.720418045;0.997892558
2.524444726;5.260111916;0.092065071;3.548008975;0.998083295
2.520421427;5.255115469;0.091977128;3.641903169;0.99798054
2.516410931;5.268242184;0.092208175;3.764934717;0.997841841
2.512413178;5.27562246;0.092338082;3.427910278;0.99821082
2.508428107;5.252078307;0.091923671;3.573471878;0.998055694
2.504455658;5.254647344;0.091968889;3.858164089;0.997733676
2.50049577;5.263438513;0.092123623;3.43327172;0.99820522
2.496548386;5.274680461;0.092321501;3.627326193;0.997996668
2.492613444;5.271638147;0.09226795;3.42068188;0.998218355
2.488690888;5.273019575;0.092292266;3.687428264;0.997929754
2.484780657;5.272045011;0.092275112;3.474867446;0.998161481
2.480882695;5.284045213;0.092486343;3.694199224;0.997922147
2.476996943;5.271154723;0.092259441;3.533763466;0.99809865
2.473123345;5.268075837;0.092205247;3.485958666;0.998149729
2.469261843;5.274693353;0.092321728;3.612240131;0.998013292
2.465412381;5.266877167;0.092184149;3.574851432;0.998054193
2.461574902;5.301019288;0.092785138;3.549614445;0.99808156
2.457749351;5.280849645;0.092430093;3.379409241;0.998261077
2.453935673;5.292326215;0.092632111;3.418944783;0.998220164
2.450133811;5.287977137;0.092555555;3.436615289;0.998201724
2.446343711;5.292054366;0.092627326;3.55261907;0.998078312
2.442565319;5.291301343;0.092614071;3.345114784;0.998296181
2.438798581;5.290158874;0.09259396;3.437652344;0.998200639
2.435043442;5.305417785;0.092862568;3.605538196;0.998020654
2.43129985;5.294965245;0.092678567;3.241773708;0.9983998
2.42756775;5.285243607;0.092507437;3.656063237;0.997964811
2.423847091;5.286347406;0.092526867;3.544991689;0.998086552
2.420137819;5.292516098;0.092635454;3.356375404;0.998284694
2.416439882;5.294001024;0.092661593;3.37431809;0.998266311
2.41275323;5.305037864;0.09285588;3.606929171;0.998019127
2.409077809;5.295910979;0.092695215;3.557904391;0.998072592
2.405413569;5.317342889;0.093072499;3.286493039;0.998355359
2.401760458;5.301347374;0.092790914;3.436718701;0.998201616
2.398118427;5.307236867;0.092894591;3.598255478;0.99802864
2.394487425;5.312441823;0.092986219;3.392432279;0.998247653
2.390867401;5.291299948;0.092614046;3.316915215;0.998324779
2.387258307;5.320870345;0.093134599;3.467413932;0.998169357
2.383660092;5.313256927;0.093000568;3.403563364;0.998236138
2.380072708;5.331804593;0.093327096;3.431924062;0.998206629
2.376496105;5.317853839;0.093081494;3.322341676;0.998319294
2.372930236;5.301798838;0.092798861;3.171505218;0.998468402
2.369375052;5.322626529;0.093165516;3.497469541;0.998137494
2.365830505;5.310660154;0.092954854;3.267600978;0.998374208
2.362296547;5.32162033;0.093147802;3.26596801;0.998375832
2.35877313;5.315607826;0.093041954;3.223696033;0.998417592
2.355260209;5.326024587;0.093225338;3.592468748;0.998034973
2.351757736;5.316404429;0.093055978;3.410741656;0.998228692
2.348265664;5.312550733;0.092988136;3.042125805;0.998590786
2.344783948;5.314780341;0.093027387;3.410746682;0.998228687
2.341312541;5.315695993;0.093043507;3.228354591;0.998413017
2.337851397;5.315944367;0.093047879;3.221497743;0.998419749
2.334400471;5.324875514;0.093205109;3.233787329;0.998407673
2.330959719;5.32660777;0.093235605;3.379195201;0.998261297
2.327529094;5.334090401;0.093367338;3.241843282;0.998399731
2.324108552;5.331661935;0.093324584;3.366195308;0.998274645
2.32069805;5.323753415;0.093185354;3.222068974;0.998419189
2.317297542;5.316402226;0.093055939;3.341321255;0.998300042
2.313906985;5.336706517;0.093413397;3.397057862;0.998242872
2.310526335;5.339637578;0.093465;3.176436386;0.998463637
2.30715555;5.329054683;0.093278683;3.459410146;0.998177796
2.303794585;5.323491791;0.093180748;3.465442817;0.998171437
2.300443398;5.330101209;0.093297107;3.139589126;0.998499066
2.297101946;5.333495365;0.093356863;3.360575152;0.9982804
2.293770188;5.344777647;0.093555495;3.263483483;0.998378301
2.29044808;5.347209124;0.093598304;3.295491455;0.998346343
2.287135582;5.327936161;0.093258991;3.247322469;0.998394319
2.28383265;5.350705914;0.09365987;3.447436703;0.998190384
2.280539245;5.344588926;0.093552173;3.347603892;0.998293645
2.277255325;5.332544308;0.093340119;3.03666326;0.998595841
2.273980848;5.350963698;0.093664408;3.125502218;0.998512501
2.270715775;5.347493515;0.093603311;2.960184926;0.998665662
2.267460065;5.346668389;0.093588784;3.037677089;0.998594903
2.264213677;5.353190267;0.093703611;3.225647398;0.998415677
2.260976572;5.349792833;0.093643794;3.369516067;0.99827124
2.257748709;5.355275089;0.093740317;3.151284897;0.998487865
2.25453005;5.349850505;0.093644809;3.266367755;0.998375434
2.251320555;5.350789524;0.093661342;3.308299584;0.998333468
2.248120185;5.356416564;0.093760415;2.9530681;0.998672069
2.244928901;5.350901748;0.093663318;3.02385694;0.998607656
2.241746665;5.343303527;0.093529542;3.310402307;0.998331349
2.238573437;5.358075281;0.093789619;2.936809196;0.998686648
2.23540918;5.357571702;0.093780753;3.067899763;0.998566812
2.232253856;5.36190696;0.093857083;3.286838876;0.998355013
2.229107428;5.364197734;0.093897417;3.380223087;0.998260239
2.225969856;5.359820641;0.09382035;3.266419458;0.998375383
2.222841105;5.376504359;0.094114107;3.174666164;0.998465349
2.219721137;5.366770062;0.093942709;3.188101145;0.998452335
2.216609914;5.365370982;0.093918075;2.945692702;0.998678692
2.213507402;5.374042586;0.09407076;3.154375231;0.998484898
2.210413562;5.377370941;0.094129365;2.856352836;0.998757608
2.207328358;5.381743412;0.094206356;2.959516926;0.998666264
2.204251755;5.35575846;0.093748828;3.116420994;0.99852113
2.201183716;5.373423184;0.094059854;2.997250348;0.998632045
2.198124206;5.371060015;0.094018244;3.162916049;0.998476685
2.19507319;5.369859271;0.093997102;3.161109858;0.998478424
2.192030631;5.385248069;0.094268067;3.101841125;0.998534932
2.188996495;5.377542732;0.09413239;2.865197234;0.998749904
2.185970747;5.38782844;0.094313503;3.117343994;0.998520254
2.182953352;5.370743379;0.094012669;3.044794392;0.998588313
2.179944276;5.374890889;0.094085697;3.112830205;0.998524535
2.176943484;5.37044132;0.09400735;2.802221442;0.998804243
2.173950942;5.371789882;0.094031095;2.812338003;0.998795595
2.170966616;5.381294586;0.094198453;2.937808233;0.998685755
2.167990473;5.374621785;0.094080959;2.884904032;0.998732652
2.165022478;5.376761962;0.094118643;3.008218131;0.998622018
2.162062599;5.386698813;0.094293612;3.332653165;0.998308848
2.159110802;5.380088796;0.094177221;3.283042366;0.99835881
2.156167053;5.366820939;0.093943605;3.11165174;0.998525652
2.153231321;5.393994004;0.094422071;2.966697852;0.998659785
2.150303572;5.382875607;0.094226292;3.001853259;0.998627841
2.147383775;5.387472155;0.09430723;3.070916413;0.998563992
2.144471895;5.402741685;0.09457611;2.913611832;0.99870731
2.141567902;5.399283454;0.094515213;2.787064185;0.998817141
2.138671764;5.39569614;0.094452044;3.158940011;0.998480511
2.135783448;5.384703225;0.094258473;3.137551708;0.998501013
2.132902923;5.400624466;0.094538828;2.826260292;0.998783643
2.130030157;5.397715425;0.094487602;2.944959234;0.99867935
2.12716512;5.396744569;0.094470506;2.826470984;0.998783462
2.12430778;5.394948519;0.094438879;2.888390933;0.998729588
2.121458105;5.398351371;0.0944988;2.884389304;0.998733105
2.118616066;5.400656075;0.094539384;2.965145414;0.998661187
2.115781631;5.40153217;0.094554812;2.97800323;0.998649554
2.112954771;5.400085416;0.094529335;2.942282512;0.998681749
2.110135454;5.396070607;0.094458638;2.747425432;0.998850541
2.107323651;5.380025187;0.094176101;2.795977743;0.998809564
2.104519331;5.404187486;0.09460157;2.955028237;0.998670306
2.101722466;5.4024144;0.094570347;2.681470605;0.998905057
2.098933024;5.40226216;0.094567666;2.854172857;0.998759504
2.096150977;5.397948414;0.094491704;2.967149094;0.998659378
2.093376295;5.405918341;0.09463205;3.165614927;0.998474085
2.090608949;5.415492847;0.094800656;3.088593367;0.998547417
2.08784891;5.409330164;0.094692131;2.752182237;0.998846558
2.085096149;5.404097303;0.094599982;3.014168127;0.998616563
2.082350637;5.410398939;0.094710952;3.052600134;0.998581067
2.079612346;5.39737581;0.094481621;2.873419842;0.99874272
2.076881248;5.402271878;0.094567837;2.745305133;0.998852315
2.074157313;5.395027058;0.094440262;2.826969321;0.998783033
2.071440514;5.422079331;0.094916646;3.024889349;0.998606706
2.068730823;5.424263445;0.094955109;2.738711488;0.99885782
2.066028212;5.402417127;0.094570395;2.675992634;0.998909525
2.063332653;5.407784138;0.094664906;2.668486136;0.998915633
2.060644118;5.419793055;0.094876383;2.891802374;0.998726586
2.057962581;5.420841173;0.094894841;2.941804031;0.998682178
2.055288014;5.421299355;0.09490291;2.921163767;0.998700601
2.05262039;5.409056112;0.094687305;2.999290154;0.998630183
2.049959681;5.41811183;0.094846776;2.70531508;0.998885501
2.047305862;5.41985936;0.094877551;2.778059012;0.998824771
2.044658905;5.407174674;0.094654173;2.842653898;0.998769494
2.042018783;5.418897501;0.094860612;3.036430532;0.998596056
2.03938547;5.431067642;0.095074937;3.053948941;0.998579813
2.036758941;5.421243554;0.094901927;2.693196573;0.998895461
2.034139168;5.424059187;0.094951512;2.796693523;0.998808955
2.031526126;5.429977669;0.095055741;2.694342413;0.998894522
2.028919788;5.430700868;0.095068478;2.621654206;0.998953354
2.02632013;5.416238912;0.094813794;2.564339951;0.99899861
2.023727125;5.413571537;0.094766821;2.938107736;0.998685487
2.021140748;5.429682424;0.095050542;2.886870548;0.998730924
2.018560973;5.443276286;0.095289949;2.892722743;0.998725775
2.015987776;5.420188148;0.094883341;2.850631992;0.998762579
2.013421131;5.421413253;0.094904916;3.0302406;0.998601773
2.010861012;5.437091379;0.095181022;2.984911528;0.998643282
2.008307396;5.433450678;0.095116905;2.62552115;0.998950265
2.005760258;5.428221536;0.095024814;2.769575532;0.998831936
2.003219572;5.432155967;0.095094104;2.610665654;0.998962108
2.000685315;5.439321057;0.09522029;2.670163802;0.99891427
1.998157462;5.437094353;0.095181075;2.638747662;0.998939664
1.995635989;5.449354506;0.095396998;2.947063204;0.998677463
1.993120871;5.422859914;0.094930392;2.880180277;0.998736799
1.990612085;5.445489897;0.095328934;2.826577366;0.99878337
1.988109607;5.444745645;0.095315827;2.801729955;0.998804662
1.985613413;5.424221707;0.094954374;2.868708544;0.998746839
1.983123479;5.434527564;0.09513587;2.661053893;0.998921664
1.980639782;5.448524633;0.095382382;2.773432261;0.998828681
1.978162299;5.444224648;0.095306651;2.60956207;0.998962985
1.975691006;5.443542155;0.095294631;2.859195889;0.998755134
1.973225879;5.4438946;0.095300838;2.610431214;0.998962294
1.970766897;5.440812327;0.095246554;2.746676451;0.998851168
1.968314036;5.440688765;0.095244378;2.767805064;0.998833429
1.965867273;5.441287332;0.09525492;2.844853384;0.99876759
1.963426585;5.453752669;0.095474459;2.5397491;0.99901772
1.96099195;5.445477652;0.095328719;2.376061946;0.999140238
1.958563346;5.441048912;0.095250721;2.495471019;0.999051666
1.956140749;5.455600422;0.095507003;2.92005573;0.998701587
1.953724139;5.457012132;0.095531867;2.714320657;0.99887807
1.951313492;5.448907831;0.095389131;2.85841377;0.998755815
1.948908786;5.456615111;0.095524874;2.828240241;0.998781939
1.94651;5.448775098;0.095386793;2.80170384;0.998804684
1.944117112;5.452993604;0.09546109;2.695361417;0.998893685
1.9417301;5.456774005;0.095527673;2.754412575;0.998844689
1.939348942;5.449303514;0.0953961;2.68845437;0.998899347
1.936973617;5.449441909;0.095398537;2.693957163;0.998894838
1.934604104;5.453875839;0.095476629;2.752630218;0.998846183
1.932240381;5.458201877;0.095552821;2.697881269;0.998891616
1.929882427;5.447129358;0.095357808;2.806038894;0.998800983
1.927530221;5.46738821;0.095714619;2.743942987;0.998853453
1.925183742;5.475778699;0.095862405;2.559846811;0.999002115
1.922842968;5.457974146;0.09554881;2.784478555;0.998819334
1.92050788;5.450413172;0.095415643;2.51036348;0.999040316
1.918178457;5.461515704;0.095611187;2.778774646;0.998824165
1.915854677;5.446978594;0.095355153;2.674474912;0.998910762
1.913536521;5.478168481;0.095904498;2.606437033;0.998965467
1.911223968;5.455207024;0.095500074;2.705617227;0.998885252
1.908916998;5.451608596;0.095436697;2.645298959;0.998934393
1.906615591;5.475701746;0.095861049;2.521913597;0.999031466
1.904319726;5.465236465;0.09567672;2.439425608;0.999093779
1.902029383;5.469288135;0.095748083;2.63920747;0.998939294
1.899744543;5.460076827;0.095585844;2.810468588;0.998797195
1.897465186;5.475495681;0.09585742;2.576941719;0.998988745
1.895191292;5.454673922;0.095490685;2.557847358;0.999003673
1.892922842;5.466466241;0.09569838;2.742084986;0.998855005
1.890659815;5.47398934;0.095830887;2.639383433;0.998939153
1.888402193;5.454441994;0.0954866;2.408513474;0.999116597
1.886149957;5.460003901;0.09558456;2.423880541;0.99910529
1.883903086;5.47668102;0.095878298;2.76699831;0.998834109
1.881661562;5.490431358;0.096120498;2.94458138;0.998679689
1.879425365;5.469129856;0.095745295;2.469520245;0.999071285
1.877194478;5.482132436;0.095974318;2.724465563;0.998869669
1.87496888;5.477028947;0.095884426;2.411368506;0.999114502
1.872748553;5.484117242;0.096009279;2.689482416;0.998898505
1.870533479;5.473427254;0.095820987;2.496745654;0.999050698
1.868323638;5.475532025;0.09585806;2.350397874;0.999158708
1.866119013;5.481739479;0.095967397;2.735263606;0.998860693
1.863919585;5.463008897;0.095637486;2.336210614;0.999168832
1.861725334;5.476777713;0.095880001;2.335024475;0.999169676
1.859536245;5.473653233;0.095824967;2.341917884;0.999164767
1.857352297;5.476261592;0.09587091;2.703390375;0.998887086
1.855173473;5.463971618;0.095654443;2.576362347;0.998989199
1.852999755;5.464922159;0.095671184;2.316280422;0.999182951
1.850831124;5.459072974;0.095568164;2.432400209;0.99909899
1.848667564;5.48653707;0.096051903;2.550296871;0.999009546
1.846509057;5.501734401;0.0963196;2.480227577;0.999063215
1.844355584;5.480201588;0.095940309;2.580494683;0.998985955
1.842207128;5.467460465;0.095715892;2.726235327;0.998868201
1.840063671;5.488219393;0.096081536;2.279057026;0.999208997
1.837925197;5.480247439;0.095941116;2.346052617;0.999161816
1.835791688;5.48311822;0.095991682;2.432186938;0.999099148
1.833663126;5.492626643;0.096159167;2.275583041;0.999211407
1.831539494;5.467434687;0.095715438;2.659782543;0.998922694
1.829420776;5.472066015;0.095797011;2.395508016;0.99912611
1.827306953;5.486609609;0.09605318;2.294412447;0.999198304
1.82519801;5.502834267;0.096338974;2.382838067;0.999135328
1.82309393;5.485387669;0.096031657;2.73919052;0.99885742
1.820994695;5.475110125;0.095850629;2.463789749;0.999075589
1.818900289;5.477038238;0.09588459;2.391012651;0.999129386
1.816810695;5.495190398;0.096204327;2.275561889;0.999211421
1.814725896;5.480929873;0.095953137;2.44666083;0.999088396
1.812645877;5.491118969;0.09613261;2.613733396;0.998959668
1.810570621;5.499286144;0.096276474;2.278932738;0.999209084
1.80850011;5.505994907;0.09639465;2.533097685;0.999022858
1.806434331;5.489963912;0.096112264;2.537934256;0.999019123
1.804373265;5.488045453;0.096078472;2.676721673;0.998908931
1.802316896;5.48665516;0.096053983;2.594097133;0.998975238
1.80026521;5.490692125;0.096125092;2.593844789;0.998975437
1.798218189;5.491281879;0.09613548;2.375240457;0.999140833
1.796175819;5.490657539;0.096124482;2.296443318;0.999196884
1.794138082;5.498686437;0.09626591;2.071504769;0.999346494
1.792104964;5.489142511;0.096097796;2.42071969;0.999107621
1.790076448;5.493962314;0.096182695;2.517078153;0.999035176
1.788052519;5.494846568;0.096198271;2.186361514;0.999272026
1.786033162;5.514246957;0.096540016;2.246533812;0.999231409
1.784018361;5.493757496;0.096179087;2.375112307;0.999140925
1.782008101;5.490388859;0.09611975;2.240587955;0.999235472
1.780002366;5.491981639;0.096147806;2.157279802;0.999291261
1.77800114;5.510271661;0.096469988;2.256631032;0.999224486
1.77600441;5.489419957;0.096102683;2.473701663;0.999068137
1.774012159;5.496432365;0.096226204;2.17645055;0.99927861
1.772024373;5.516584781;0.096581199;2.714434373;0.998877976
1.770041037;5.509303577;0.096452934;2.429345334;0.999101251
1.768062135;5.510628554;0.096476275;2.349043498;0.999159677
1.766087654;5.48613019;0.096044736;2.65090348;0.998929874
1.764117577;5.50047287;0.096297378;2.246274868;0.999231587
1.762151891;5.500719341;0.096301719;2.400084505;0.999122768
1.76019058;5.487007063;0.096060181;2.135107823;0.999305753
1.758233631;5.505218944;0.096380981;2.256142157;0.999224822
