wavelength (eV);psi;tan(psi);delta;cos(delta)
1.818900289;2.344374317;0.040939901;174.3539899;-0.995148717
1.816810695;2.347574715;0.040995852;174.7419866;-0.99579212
1.814725896;2.34757167;0.040995799;174.501722;-0.995399078
1.812645877;2.337000609;0.04081099;173.7330372;-0.994024064
1.810570621;2.355707664;0.041138038;174.700788;-0.995725969
1.80850011;2.344039049;0.040934039;173.9466634;-0.994424159
1.806434331;2.356043849;0.041143915;174.5245411;-0.99543716
1.804373265;2.329607469;0.040681741;173.8926949;-0.994324388
1.802316896;2.35384027;0.041105391;173.8868761;-0.994313578
1.80026521;2.356743262;0.041156143;174.13667;-0.994768402
1.798218189;2.338823026;0.04084285;174.2978288;-0.995051806
1.796175819;2.333999931;0.040758531;174.7454638;-0.99579768
1.794138082;2.331577305;0.040716178;174.930303;-0.996087941
1.792104964;2.372984126;0.041440083;174.5240193;-0.995436291
1.790076448;2.34250847;0.040907281;174.1175928;-0.994734333
1.788052519;2.329617339;0.040681914;174.7502598;-0.995805343
1.786033162;2.342909461;0.040914291;174.5549839;-0.995487718
1.784018361;2.351253933;0.041060174;174.4496014;-0.995311505
1.782008101;2.320090138;0.040515359;174.8400603;-0.995947524
1.780002366;2.328065777;0.040654789;174.6061772;-0.995572105
1.77800114;2.340337193;0.040869322;174.6402828;-0.995627883
1.77600441;2.332566029;0.040733463;173.9924191;-0.994508056
1.774012159;2.344395837;0.040940277;174.4586963;-0.995326846
1.772024373;2.352845619;0.041088001;174.2259643;-0.994926402
1.770041037;2.338917889;0.040844509;174.3173181;-0.995085545
1.768062135;2.33577716;0.040789601;174.7838418;-0.995858799
1.766087654;2.340198473;0.040866896;173.8800506;-0.994300885
1.764117577;2.353889599;0.041106253;174.9666177;-0.996143749
1.762151891;2.316010387;0.040444037;174.2722544;-0.995007357
1.76019058;2.330284769;0.040693582;174.9989492;-0.996193099
1.758233631;2.316247935;0.04044819;175.1240693;-0.996381091
1.756281028;2.35078581;0.04105199;175.0354004;-0.996248357
1.754332757;2.337001697;0.040811009;174.9601849;-0.996133893
1.752388804;2.330479733;0.04069699;174.0679883;-0.994645231
1.750449154;2.346704147;0.040980632;174.7176452;-0.995753098
1.748513794;2.344005827;0.040933458;174.1679291;-0.994823988
1.746582708;2.3232418;0.040570456;174.5809696;-0.995530652
1.744655883;2.305831843;0.040266098;174.2905741;-0.995039217
1.742733304;2.353916798;0.041106729;174.2102697;-0.994898806
1.740814959;2.324581831;0.040593882;175.2273569;-0.996532699
1.738900832;2.326509731;0.040627586;173.876746;-0.994294734
1.736990909;2.309630951;0.040332513;175.0799797;-0.996315389
1.735085178;2.316878729;0.040459217;174.3236983;-0.995096565
1.733183624;2.32851711;0.040662679;174.3638186;-0.995165579
1.731286233;2.313824901;0.040405831;174.3168841;-0.995084795
1.729392992;2.330931547;0.040704889;174.6267602;-0.99560581
1.727503887;2.335751977;0.040789161;174.2277604;-0.994929555
1.725618905;2.327578297;0.040646267;174.1167744;-0.994732869
1.723738032;2.337107662;0.040812862;175.9665824;-0.997523195
1.721861254;2.340575719;0.040873492;174.4665705;-0.995340107
1.719988559;2.312319437;0.040379512;175.0814773;-0.99631763
1.718119933;2.338246079;0.040832764;174.1009844;-0.994704583
1.716255363;2.316622194;0.040454732;175.2716699;-0.99659675
1.714394836;2.327492297;0.040644763;174.5286982;-0.995444081
1.712538338;2.332657144;0.040735056;173.8003889;-0.994151697
1.710685856;2.311402267;0.040363479;175.1345846;-0.996396674
1.708837378;2.315188486;0.040429669;173.9882054;-0.994500357
1.70699289;2.31276175;0.040387245;175.6976314;-0.997182033
1.70515238;2.338141563;0.040830937;174.162189;-0.994813803
1.703315834;2.318772476;0.040492323;173.9411186;-0.994413949
1.70148324;2.302787885;0.040212885;174.5210176;-0.99543129
1.699654586;2.319944897;0.04051282;173.9409918;-0.994413715
1.697829857;2.327839509;0.040650833;174.8569709;-0.995974025
1.696009043;2.315712951;0.040438837;174.1500276;-0.994792191
1.69419213;2.317778861;0.040474953;175.6419762;-0.997108691
1.692379106;2.317610758;0.040472014;175.3043193;-0.996643561
1.690569957;2.332095938;0.040725245;174.3359754;-0.995117736
1.688764673;2.310955914;0.040355676;175.2559148;-0.996574046
1.68696324;2.294810146;0.040073423;175.6659915;-0.997140454
1.685165646;2.309028703;0.040321985;174.7561559;-0.995814753
1.683371879;2.326496243;0.04062735;174.4616348;-0.995331797
1.681581927;2.304576024;0.040244145;175.2445562;-0.99655763
1.679795777;2.293534456;0.040051122;175.3885973;-0.996762898
1.678013418;2.328091066;0.040655231;174.4241487;-0.99526844
1.676234837;2.325218573;0.040605014;175.0440262;-0.996261375
1.674460023;2.304167129;0.040236997;174.3036535;-0.995061901
1.672688962;2.315054149;0.04042732;174.444771;-0.995303348
1.670921645;2.317598754;0.040471804;174.7309014;-0.995774372
1.669158058;2.312958168;0.040390679;174.2162875;-0.994909396
1.66739819;2.291862482;0.040021894;174.3823101;-0.995197224
1.665642029;2.305881468;0.040266966;174.720293;-0.995757352
1.663889563;2.310571748;0.04034896;174.8096939;-0.995899719
1.662140781;2.294290326;0.040064336;174.2262031;-0.994926821
1.660395671;2.315547164;0.040435939;176.0022355;-0.997566771
1.658654222;2.332321454;0.040729188;175.1342979;-0.996396249
1.656916422;2.3110476;0.040357279;175.7074148;-0.997194828
1.65518226;2.299848411;0.040161499;174.9555157;-0.99612673
1.653451724;2.320646358;0.040525082;174.6485756;-0.995641392
1.651724802;2.302379135;0.04020574;175.4930641;-0.996907829
1.650001485;2.306775185;0.04028259;174.459956;-0.995328969
1.648281759;2.300773896;0.040177678;175.1578921;-0.996431094
1.646565615;2.298221744;0.040133063;174.4829308;-0.995367601
1.64485304;2.302485676;0.040207602;174.9141696;-0.996063019
1.643144024;2.304569825;0.040244036;174.4770498;-0.995357727
1.641438556;2.280566547;0.039824429;175.3128963;-0.996655805
1.639736625;2.297499312;0.040120433;175.2515221;-0.996567702
1.638038219;2.321679444;0.040543143;174.6666639;-0.995670786
1.636343328;2.285948295;0.039918507;175.0876506;-0.996326863
1.634651941;2.303916887;0.040232622;173.7437974;-0.994044547
1.632964046;2.301546908;0.040191191;174.6851679;-0.995700753
1.631279634;2.287691365;0.039948978;174.620317;-0.995595273
1.629598693;2.302983569;0.040216306;174.9445914;-0.996109947
1.627921213;2.299135303;0.040149033;174.8733853;-0.995999665
1.626247183;2.29848774;0.040137712;175.2288487;-0.996534865
1.624576592;2.280161498;0.039817348;175.8958219;-0.997435567
1.62290943;2.307211055;0.040290209;175.1975761;-0.996489318
1.621245686;2.303686482;0.040228594;174.6254634;-0.99560369
1.61958535;2.289399595;0.03997884;174.7188828;-0.995755086
1.617928411;2.27447067;0.039717867;175.581802;-0.997028335
1.616274859;2.281724947;0.039844679;175.1358133;-0.996398492
1.614624684;2.286800979;0.039933413;175.4378344;-0.996831619
1.612977874;2.281823159;0.039846396;175.5179834;-0.996941911
1.611334421;2.284383365;0.039891151;174.0711955;-0.994651014
1.609694313;2.285174161;0.039904975;175.5553711;-0.996992692
1.60805754;2.292267031;0.040028966;174.3938884;-0.995216985
1.606424093;2.297732668;0.040124513;176.011857;-0.997578465
1.604793961;2.246921122;0.039236288;175.5816902;-0.997028184
1.603167133;2.303266841;0.040221258;174.1878294;-0.99485922
1.601543601;2.253538909;0.039351968;174.6978719;-0.995721267
1.599923354;2.289407561;0.039978979;174.9177395;-0.99606854
1.598306382;2.274986236;0.03972688;175.1261836;-0.996384227
1.596692675;2.291373642;0.040013349;173.8732901;-0.994288298
1.595082223;2.329823509;0.040685518;174.9797184;-0.996163784
1.593475016;2.287154983;0.039939601;175.4221998;-0.996809878
1.591871045;2.285278107;0.039906792;174.979397;-0.996163293
1.5902703;2.284026117;0.039884905;174.6539444;-0.995650127
1.588672771;2.278923297;0.039795703;174.3508449;-0.995143316
1.587078449;2.255533927;0.039386842;176.1930456;-0.997793417
1.585487323;2.265245944;0.039556612;174.5131973;-0.995418249
1.583899385;2.290363124;0.039995684;174.5924435;-0.995549544
1.582314624;2.278068087;0.039780753;175.5915315;-0.997041402
1.580733031;2.311015185;0.040356712;176.2454927;-0.997853775
1.579154596;2.285853664;0.039916853;175.0699213;-0.996300317
1.577579311;2.264932425;0.039551132;175.4439955;-0.996840167
1.576007166;2.273364249;0.039698526;176.2195185;-0.997823987
1.57443815;2.2915776;0.040016914;174.3661858;-0.995169636
1.572872256;2.259061963;0.039448513;176.2598822;-0.997870189
1.571309474;2.253812002;0.039356742;174.5879397;-0.995542133
1.569749794;2.273867198;0.039707318;175.4061081;-0.996787423
1.568193207;2.30511578;0.040253581;174.8896295;-0.996024959
1.566639704;2.299980187;0.040163803;174.489962;-0.995379391
1.565089276;2.271962079;0.039674015;174.2376026;-0.994946817
1.563541914;2.258383076;0.039436646;175.6787795;-0.997157295
1.561997609;2.28966157;0.03998342;176.2836362;-0.997897147
1.560456351;2.290996174;0.04000675;174.757609;-0.99581707
1.558918131;2.250674803;0.039301903;175.971798;-0.997529594
1.557382942;2.256967636;0.039411904;174.4965801;-0.995390476
1.555850772;2.259547092;0.039456994;174.3136155;-0.995079144
1.554321615;2.259121438;0.039449553;176.3451369;-0.997966146
1.552795461;2.276044725;0.039745383;175.8571293;-0.997387007
1.5512723;2.278253374;0.039783992;175.3099853;-0.996651652
1.549752125;2.265498544;0.039561028;174.6702961;-0.995676677
1.548234927;2.268419853;0.039612094;176.0152808;-0.997582619
1.546720696;2.251183582;0.039310796;176.1240082;-0.997712691
1.545209424;2.281642663;0.03984324;175.2735657;-0.996599477
1.543701102;2.247740322;0.039250607;175.4023872;-0.996782219
1.542195723;2.253518763;0.039351616;175.878886;-0.997414368
1.540693276;2.254747994;0.039373103;175.6924852;-0.997175291
1.539193754;2.295592397;0.040087098;174.906485;-0.99605112
1.537697148;2.290030899;0.039989876;176.0860977;-0.997667746
1.53620345;2.26696182;0.039586607;175.6909149;-0.997173232
1.534712651;2.262945381;0.039516397;174.5329113;-0.995451089
1.533224742;2.283817848;0.039881265;175.3421961;-0.996697461
1.531739716;2.266650444;0.039581164;174.4014769;-0.995229915
1.530257564;2.248644212;0.039266408;175.0521558;-0.996273622
1.528778277;2.272010228;0.039674857;175.2296307;-0.996536
1.527301848;2.248475776;0.039263463;176.828281;-0.998468196
1.525828267;2.287157451;0.039939645;174.5679605;-0.995509184
1.524357527;2.267730708;0.039600048;175.6503328;-0.997119763
1.52288962;2.262272508;0.039504635;174.9758057;-0.996157806
1.521424537;2.258619481;0.039440778;175.5463089;-0.996980422
1.519962271;2.245198414;0.039206174;175.567676;-0.997009312
1.518502812;2.264440088;0.039542526;175.02788;-0.99623699
1.517046154;2.241258059;0.039137297;175.9688273;-0.99752595
1.515592287;2.248503047;0.03926394;175.4565919;-0.996857606
1.514141205;2.255425172;0.039384941;175.8759928;-0.997410738
1.512692898;2.256794689;0.03940888;174.8926997;-0.996029731
1.51124736;2.254195452;0.039363445;175.674295;-0.997151395
1.509804581;2.259326133;0.039453131;175.4486204;-0.996846575
1.508364555;2.250370524;0.039296584;174.9056881;-0.996049886
1.506927273;2.254646018;0.039371321;175.0144259;-0.99621661
1.505492728;2.25593012;0.039393767;175.4690602;-0.99687482
1.504060911;2.25469023;0.039372094;175.7352714;-0.997231102
1.502631815;2.247981701;0.039254827;175.268466;-0.996592139
1.501205433;2.253388631;0.039349341;175.5473184;-0.99698179
1.499781755;2.2602017;0.039468436;174.8231421;-0.995920924
1.498360776;2.252388153;0.039331853;174.9402258;-0.99610323
1.496942486;2.26244266;0.039507609;175.4260713;-0.996815268
1.49552688;2.26652752;0.039579015;175.3547948;-0.996715293
1.494113947;2.250020363;0.039290463;175.7975624;-0.99731136
1.492703683;2.245208465;0.03920635;174.8951757;-0.996033577
1.491296078;2.259470751;0.039455659;175.9526086;-0.997506011
1.489891125;2.258728345;0.039442681;175.8437586;-0.997370121
1.488488817;2.249177246;0.039275725;175.0323176;-0.9962437
1.487089146;2.2486884;0.03926718;175.654561;-0.997125357
1.485692105;2.257949035;0.039429059;175.0386114;-0.996253206
1.484297686;2.272208848;0.039678329;175.9727277;-0.997530734
1.482905883;2.25130786;0.039312969;174.7402063;-0.995789272
1.481516687;2.255229001;0.039381512;175.4383432;-0.996832326
1.480130091;2.271037954;0.039657861;175.0938119;-0.996336065
1.478746089;2.251587148;0.039317851;175.6773183;-0.997155374
1.477364672;2.246161136;0.039223003;175.6819354;-0.997161444
1.475985834;2.254804382;0.039374089;175.6950072;-0.997178596
1.474609568;2.27173819;0.039670101;176.7431742;-0.998384909
1.473235865;2.248931761;0.039271434;175.7137129;-0.99720305
1.47186472;2.247370793;0.039244148;176.325877;-0.997944662
1.470496124;2.274511937;0.039718589;174.8073365;-0.995895996
1.469130072;2.252027538;0.039325549;175.9576202;-0.997512181
1.467766554;2.241396341;0.039139714;174.2814393;-0.995023344
1.466405566;2.218129071;0.038733008;175.0681105;-0.996297601
1.465047099;2.237057948;0.039063879;175.8683956;-0.997401193
1.463691147;2.257736362;0.039425341;176.2066167;-0.997809115
1.462337703;2.248158036;0.039257909;175.8000782;-0.997314577
1.460986759;2.226585687;0.038880826;175.0440779;-0.996261453
1.459638309;2.259613214;0.039458149;176.8760127;-0.998513942
1.458292345;2.254371544;0.039366523;174.6102659;-0.99557881
1.456948862;2.267715239;0.039599777;175.1261057;-0.996384111
1.455607852;2.248706354;0.039267494;174.7335108;-0.995778553
1.454269308;2.22149005;0.038791756;174.9318467;-0.996090322
1.452933224;2.280935954;0.039830886;176.6259211;-0.998266557
1.451599593;2.206747995;0.038534074;175.4010146;-0.996780299
1.450268407;2.232472322;0.038983723;176.4254922;-0.998054567
1.448939661;2.291489777;0.040015379;176.105874;-0.997691247
1.447613347;2.246814075;0.039234416;176.5548654;-0.9981928
1.44628946;2.22571229;0.038865559;174.2784936;-0.99501822
1.444967991;2.232956977;0.038992194;174.4664854;-0.995339964
1.443648936;2.239426382;0.039105279;176.4962646;-0.998130816
1.442332286;2.208228922;0.03855996;175.279179;-0.996607545
1.441018036;2.260627039;0.039475872;174.8256652;-0.995924897
1.439706178;2.240705706;0.039127642;176.0360558;-0.99760775
1.438396707;2.21561021;0.038688979;176.6047906;-0.998244783
1.437089616;2.246314357;0.039225681;176.5453835;-0.998182841
1.435784898;2.248511603;0.03926409;175.3451765;-0.996701684
1.434482547;2.244008745;0.039185379;175.9693959;-0.997526648
1.433182557;2.23768673;0.03907487;175.919458;-0.997465006
1.431884921;2.241004539;0.039132865;176.1601506;-0.997755133
1.430589632;2.227625817;0.038899007;175.1386459;-0.996402683
1.429296685;2.236736607;0.039058262;176.0432764;-0.997616454
1.428006073;2.240114134;0.039117301;175.857699;-0.997387725
1.426717789;2.248797497;0.039269087;175.1821184;-0.996466695
1.425431828;2.245046511;0.039203519;175.4451901;-0.996841823
1.424148183;2.252012217;0.039325281;175.2933103;-0.996627813
1.422866848;2.22601548;0.038870859;175.737209;-0.997233616
1.421587816;2.210899005;0.038606631;175.5503315;-0.996985871
1.420311082;2.242125943;0.039152467;176.1042587;-0.997689332
1.419036639;2.215960863;0.038695109;175.7147786;-0.99720444
1.417764481;2.217735633;0.038726131;175.3778374;-0.996747782
1.416494602;2.210380276;0.038597564;175.9990221;-0.997562859
1.415226995;2.209343766;0.038579446;176.0200971;-0.997588457
1.413961656;2.222831299;0.038815201;176.3440505;-0.997964937
1.412698577;2.220097878;0.038767422;175.6392363;-0.997105056
1.411437753;2.242000294;0.039150271;176.1828897;-0.997781632
1.410179177;2.201454927;0.038441556;175.8328675;-0.997356326
1.408922844;2.207500414;0.038547226;176.0467923;-0.997620686
1.407668747;2.206826724;0.03853545;176.0589108;-0.997635246
1.406416881;2.205429746;0.038511032;176.1824534;-0.997781125
1.405167239;2.224424012;0.038843041;176.0521486;-0.997627127
1.403919817;2.213652054;0.038654752;175.9766265;-0.99753551
1.402674607;2.227579746;0.038898202;176.1032374;-0.99768812
1.401431604;2.233317448;0.038998495;175.7900354;-0.997301725
1.400190802;2.224192757;0.038838998;175.9079379;-0.997450679
1.398952195;2.238551475;0.039089986;175.341587;-0.996696598
1.397715778;2.215437083;0.038685953;175.8553126;-0.997384716
1.396481544;2.222502699;0.038809457;175.8652499;-0.997397236
1.395249488;2.226791229;0.038884419;176.0349397;-0.997606403
1.394019604;2.214699295;0.038673057;176.2012735;-0.997802941
1.392791887;2.223029058;0.038818657;175.9243157;-0.997471036
1.39156633;2.212733084;0.038638689;175.9229874;-0.997469388
1.390342928;2.234456735;0.03901841;176.0515174;-0.997626368
1.389121675;2.214069927;0.038662056;175.5366247;-0.996967283
1.387902566;2.211975946;0.038625455;175.8657613;-0.997397879
1.386685595;2.2048675;0.038501205;175.4164965;-0.996801928
1.385470756;2.206525264;0.038530181;175.7871795;-0.997298065
1.384258043;2.206542074;0.038530475;175.1659007;-0.996442882
1.383047452;2.212682928;0.038637812;175.4670522;-0.996872051
1.381838977;2.233913153;0.039008908;175.813662;-0.997331912
1.380632611;2.224566299;0.038845528;175.4635605;-0.996867233
1.37942835;2.229362604;0.038929366;175.037256;-0.99625116
1.378226188;2.220119554;0.0387678;176.0975086;-0.99768132
1.37702612;2.230785943;0.038954245;176.0676704;-0.997645742
1.37582814;2.21361577;0.038654118;175.7209635;-0.9972125
1.374632242;2.216778592;0.038709402;176.2179391;-0.99782217
1.373438421;2.207463908;0.038546588;176.0133212;-0.997580242
1.372246672;2.208250953;0.038560345;176.0873727;-0.997669265
1.37105699;2.222726559;0.03881337;176.1987925;-0.997800071
1.369869369;2.2245292;0.038844879;175.2949386;-0.996630145
1.368683803;2.214139855;0.038663279;176.4560927;-0.998087722
1.367500288;2.221902353;0.038798963;175.6883207;-0.997169829
1.366318817;2.230942837;0.038956988;175.9702408;-0.997527684
1.365139387;2.217681353;0.038725182;176.3563256;-0.997978576
1.363961991;2.213250846;0.038647739;175.5602693;-0.996999313
1.362786624;2.206655014;0.038532449;175.8958703;-0.997435627
1.361613281;2.210919817;0.038606994;175.3976031;-0.996775523
1.360441956;2.203025193;0.038469003;175.9519635;-0.997505216
1.359272646;2.206320131;0.038526595;175.4497115;-0.996848086
1.358105343;2.202051178;0.038451978;175.9077649;-0.997450463
1.356940044;2.215116563;0.038680351;175.4453902;-0.9968421
1.355776743;2.207926762;0.038554678;175.3896894;-0.99676443
1.354615434;2.208972927;0.038572964;175.5935004;-0.997044043
1.353456114;2.211311177;0.038613835;175.3911258;-0.996766445
1.352298776;2.223021589;0.038818527;175.5872754;-0.997035689
1.351143416;2.227221341;0.038891937;175.584344;-0.997031752
1.349990028;2.224040112;0.03883633;176.3985693;-0.99802516
1.348838608;2.204506335;0.038494892;175.9940896;-0.997556849
1.34768915;2.218483112;0.038739196;175.4971246;-0.996913395
1.346541649;2.20611212;0.038522959;175.6382669;-0.997103769
1.345396101;2.216127013;0.038698013;176.5466664;-0.99818419
1.344252501;2.223845328;0.038832925;176.2306529;-0.997836782
1.343110843;2.198962697;0.038397994;175.0196297;-0.996224499
1.341971122;2.200908703;0.038432008;175.5016175;-0.996919548
1.340833334;2.194271502;0.038315997;176.3683199;-0.997991858
1.339697474;2.213397242;0.038650298;176.4728795;-0.99810579
1.338563537;2.200767323;0.038429537;175.3113384;-0.996653582
1.337431517;2.207452702;0.038546392;175.8962382;-0.997436087
1.336301411;2.19829373;0.038386301;176.7002373;-0.998342055
1.335173213;2.221270724;0.038787922;176.2254989;-0.997830864
1.334046918;2.245130878;0.039204994;174.9544175;-0.996125045
1.332922522;2.230721753;0.038953123;175.7358637;-0.99723187
1.331800019;2.197330826;0.03836947;177.6272692;-0.999142647
1.330679406;2.198152723;0.038383836;176.0581026;-0.997634276
1.329560677;2.215164486;0.038681188;175.1030218;-0.9963498
1.328443827;2.202534756;0.03846043;177.1232104;-0.99873977
1.327328853;2.180129958;0.03806882;176.5524827;-0.9981903
1.326215748;2.196596925;0.038356643;175.7059357;-0.997192896
1.325104508;2.209643235;0.038584681;175.4671155;-0.996872139
1.323995129;2.234931305;0.039026705;176.3060327;-0.997922407
1.322887607;2.179190683;0.038052403;176.1684126;-0.99776478
1.321781935;2.208579191;0.038566082;175.7741739;-0.997281364
1.32067811;2.196496056;0.03835488;175.4594447;-0.996861549
1.319576128;2.201145635;0.03843615;175.233803;-0.996542054
1.318475983;2.189882106;0.038239275;177.2026611;-0.998808405
1.31737767;2.187948044;0.03820547;175.6262889;-0.997087848
1.316281186;2.223479552;0.038826532;176.3742858;-0.997998448
1.315186526;2.209135702;0.038575809;176.3875488;-0.99801306
1.314093685;2.189729439;0.038236607;174.9853888;-0.99617244
1.313002658;2.212153375;0.038628556;175.2191968;-0.996520839
1.311913442;2.202620619;0.038461931;176.7313409;-0.998373155
1.310826031;2.200038755;0.038416802;177.4489382;-0.999008951
1.309740422;2.172995581;0.037944122;176.8871438;-0.998524511
1.308656609;2.189185413;0.038227098;176.4870472;-0.998120972
1.307574589;2.204091519;0.038487641;176.4513692;-0.998082623
1.306494356;2.22314356;0.038820659;177.3463893;-0.998927687
1.305415906;2.207574877;0.038548527;174.9109864;-0.996058092
1.304339236;2.18952205;0.038232982;175.2571326;-0.996575803
1.30326434;2.194910145;0.038327159;176.9262623;-0.998561353
1.302191214;2.215512375;0.038687269;177.0790906;-0.998700827
1.301119854;2.202559202;0.038460857;176.4628608;-0.998095017
1.300050256;2.198308054;0.038386551;174.808349;-0.995897595
1.298982414;2.189251269;0.038228249;177.8426025;-0.999291184
1.297916326;2.220978228;0.03878281;177.2934756;-0.998884504
1.296851986;2.197885737;0.03837917;174.1048689;-0.994711549
1.29578939;2.185797637;0.038167884;176.3439321;-0.997964806
1.294728534;2.205827613;0.038517987;175.58461;-0.997032109
1.293669413;2.220263421;0.038770315;177.5567266;-0.999090918
1.292612024;2.171172652;0.03791226;175.7545358;-0.997256049
1.291556362;2.218164388;0.038733625;177.2738044;-0.998868234
1.290502423;2.204455726;0.038494007;175.7871133;-0.99729798
1.289450202;2.189916934;0.038239884;174.8913192;-0.996027586
1.288399696;2.197253021;0.03836811;176.1688409;-0.997765279
1.287350901;2.182437711;0.038109156;176.069638;-0.997648096
1.286303811;2.21847613;0.038739074;176.1474115;-0.997740219
1.285258423;2.178801511;0.038045601;175.159113;-0.996432892
1.284214734;2.20988645;0.038588932;176.9205282;-0.998555982
1.283172737;2.165229661;0.037808387;176.7100476;-0.998351896
1.282132431;2.183602875;0.038129522;175.9479726;-0.997500297
1.28109381;2.210572071;0.038600916;176.2434428;-0.997851432
1.28005687;2.155673315;0.03764136;175.7473008;-0.997246693
1.279021607;2.179020064;0.038049421;176.9948899;-0.998624863
1.277988018;2.192939805;0.03829272;175.2333484;-0.996541394
1.276956098;2.172839651;0.037941396;175.3706004;-0.996737596
1.275925843;2.165660413;0.037815915;176.1473451;-0.997740141
1.274897249;2.182657243;0.038112994;176.6298436;-0.998270583
1.273870312;2.17481037;0.037975842;176.936295;-0.998570727
1.272845028;2.156488583;0.037655609;176.5307254;-0.998167393
1.271821394;2.183175235;0.038122047;176.1484539;-0.997741441
1.270799404;2.154639578;0.037623292;176.9064553;-0.998542757
