wavelength (eV);psi;tan(Psi);delta;cos(Delta)
4.234643446;10.97657233;0.193956004;176.7715648;-0.998412938
4.223334667;10.91316468;0.192807945;176.760495;-0.998402038
4.212086129;10.90796037;0.192713738;176.8820732;-0.998519701
4.200897352;10.90293261;0.19262273;176.966793;-0.998599035
4.189767859;10.92153235;0.192959422;176.7696671;-0.998411072
4.178697181;10.8880205;0.192352821;177.1457041;-0.998759397
4.167684854;10.90953536;0.192742248;177.2804925;-0.998873779
4.156730417;10.91513757;0.192843659;177.0724712;-0.998694934
4.145833414;10.87208812;0.192064475;176.9737653;-0.998605466
4.134993396;10.91080531;0.192765236;177.2823554;-0.998875321
4.124209916;10.87450782;0.192108265;176.9015515;-0.998538134
4.113482534;10.86081838;0.191860533;177.0042997;-0.998633459
4.102810812;10.8761307;0.192137635;177.1105209;-0.99872863
4.092194319;10.86196547;0.191881291;176.9474796;-0.998581141
4.081632627;10.84297646;0.191537689;177.2590772;-0.998855975
4.071125313;10.84445962;0.191564525;177.0241365;-0.998651493
4.060671957;10.83971221;0.191478628;177.2251709;-0.998827501
4.050272146;10.86134283;0.191870023;177.3483829;-0.998929297
4.039925469;10.84547523;0.191582901;177.0524528;-0.998677028
4.02963152;10.80442982;0.190840332;177.1116955;-0.998729664
4.019389896;10.81624354;0.191054038;177.1757195;-0.998785346
4.0092002;10.83619008;0.191414902;177.2294156;-0.998831085
3.999062038;10.80796978;0.190904367;177.0557628;-0.998679998
3.98897502;10.76262956;0.190084314;177.1547263;-0.998767226
3.97893876;10.80682477;0.190883654;177.3688381;-0.99894575
3.968952876;10.81025158;0.190945643;177.2323089;-0.998833525
3.959016988;10.78279549;0.190449018;177.3580927;-0.998937123
3.949130724;10.76393057;0.190107842;177.2689668;-0.998864214
3.939293712;10.80644139;0.190876719;177.1530256;-0.998765752
3.929505584;10.7803098;0.190404061;177.2991636;-0.998889187
3.919765978;10.76114709;0.190057506;177.3026514;-0.998892054
3.910074534;10.73370527;0.1895613;177.2393308;-0.998839435
3.900430894;10.76012691;0.190039057;177.3092925;-0.998897502
3.890834707;10.74742059;0.189809291;177.3695337;-0.998946307
3.881285623;10.73257115;0.189540795;177.3176457;-0.998904335
3.871783296;10.77173463;0.190248975;177.4784525;-0.999031747
3.862327383;10.76457716;0.190119535;177.3203114;-0.998906512
3.852917545;10.72955441;0.189486252;177.3770594;-0.998952327
3.843553446;10.7171394;0.189261798;177.3229652;-0.998908676
3.834234754;10.73278085;0.189544586;177.3481633;-0.99892912
3.824961139;10.72401832;0.189386161;177.3736473;-0.9989496
3.815732275;10.71155109;0.189160772;177.2992351;-0.998889246
3.806547838;10.71703578;0.189259925;177.3830684;-0.998957121
3.797407509;10.7349422;0.189583664;177.2772616;-0.998871102
3.78831097;10.71391949;0.189203588;177.4363198;-0.998999125
3.779257908;10.6927774;0.188821406;177.3902998;-0.998962875
3.770248012;10.66697899;0.188355125;177.3626052;-0.99894075
3.761280973;10.71258432;0.18917945;177.4558394;-0.999014305
3.752356487;10.70093426;0.18896885;177.3268789;-0.998911864
3.743474252;10.64116191;0.187888585;177.5114223;-0.999056898
3.734633967;10.66112133;0.188249264;177.3583178;-0.998937304
3.725835338;10.69894387;0.188932871;177.4567458;-0.999015007
3.717078069;10.65826094;0.188197572;177.4192823;-0.99898578
3.70836187;10.64758313;0.188004615;177.5978518;-0.999121259
3.699686453;10.65058121;0.188058792;177.3940689;-0.998965869
3.691051532;10.65358045;0.18811299;177.4400121;-0.999002005
3.682456824;10.66088573;0.188245006;177.558626;-0.999092331
3.673902049;10.62950472;0.187677955;177.5545549;-0.999089301
3.66538693;10.64633699;0.187982098;177.353178;-0.998933166
3.656911191;10.64790506;0.188010433;177.5395342;-0.999078081
3.64847456;10.63014617;0.187689544;177.5768262;-0.999105811
3.640076766;10.6225368;0.187552061;177.4953451;-0.999044675
3.631717542;10.62488566;0.187594498;177.4540481;-0.999012917
3.623396623;10.6167066;0.187446727;177.5422052;-0.999080081
3.615113747;10.59542732;0.187062311;177.6796333;-0.999180066
3.606868652;10.63632961;0.18780127;177.5995738;-0.999122519
3.598661082;10.60521113;0.187239052;177.5676246;-0.999099008
3.59049078;10.58102637;0.186802184;177.5819975;-0.999109623
3.582357494;10.56759123;0.186559525;177.5704881;-0.999101128
3.574260971;10.63049951;0.187695929;177.6099935;-0.999130119
3.566200964;10.58312022;0.186840004;177.4690323;-0.9990245
3.558177226;10.57774525;0.18674292;177.6666292;-0.999170852
3.550189513;10.61584965;0.187431245;177.6143511;-0.999133288
3.542237583;10.58320371;0.186841512;177.6290201;-0.999143912
3.534321196;10.55044983;0.186249956;177.5511051;-0.999086731
3.526440113;10.57061831;0.186614197;177.7282919;-0.99921409
3.5185941;10.56848261;0.186575624;177.465798;-0.999022006
3.510782923;10.58701598;0.186910372;177.6490616;-0.999158321
3.50300635;10.54483733;0.186148603;177.6343982;-0.999147791
3.495264152;10.5654681;0.18652118;177.7229335;-0.999210378
3.487556102;10.5427543;0.186110988;177.659402;-0.999165708
3.479881974;10.54425713;0.186138126;177.5426911;-0.999080445
3.472241544;10.52546509;0.1857988;177.7632964;-0.99923812
3.464634591;10.54972345;0.186236838;177.7435373;-0.999224602
3.457060896;10.5210049;0.185718268;177.6287929;-0.999143748
3.449520241;10.52356365;0.185764468;177.6171064;-0.999135288
3.442012411;10.52649355;0.185817369;177.7868505;-0.99925408
3.43453719;10.54371593;0.186128353;177.9059678;-0.999332205
3.427094369;10.53379645;0.185949233;177.664316;-0.999169207
3.419683735;10.52589721;0.185806602;177.6141675;-0.999133154
3.412305081;10.50921275;0.185505366;177.8562127;-0.999300098
3.4049582;10.53629155;0.185994287;177.7304124;-0.999215556
3.397642888;10.50955863;0.18551161;177.5715582;-0.99910192
3.390358942;10.47370085;0.184864311;177.6288141;-0.999143763
3.38310616;10.54516174;0.186154461;177.7210194;-0.999209051
3.375884342;10.53000889;0.185880843;177.8072259;-0.99926775
3.368693291;10.5068832;0.185463309;177.7315685;-0.999216355
3.36153281;10.48070419;0.184990723;177.6290133;-0.999143907
3.354402706;10.50470841;0.185424046;177.7532614;-0.999231269
3.347302784;10.52295733;0.18575352;177.6145105;-0.999133403
3.340232855;10.50721018;0.185469212;177.6660237;-0.999170421
3.333192728;10.46066549;0.184629036;177.7999443;-0.999262879
3.326182214;10.48928635;0.18514564;177.7887535;-0.999255362
3.319201129;10.50537369;0.185436057;177.775965;-0.999246725
3.312249287;10.48323813;0.185036462;177.7436683;-0.999224692
3.305326504;10.44649129;0.184373229;177.8455043;-0.999293089
3.298432598;10.46225416;0.184657709;177.6181007;-0.999136009
3.29156739;10.50795755;0.185482705;177.8321148;-0.999284276
3.2847307;10.48193695;0.185012975;177.7484307;-0.999227961
3.277922352;10.46285682;0.184668586;177.8272791;-0.99928108
3.271142169;10.45602559;0.184545296;177.7531738;-0.999231209
3.264389977;10.4589035;0.184597235;177.8453385;-0.99929298
3.257665602;10.44934299;0.184424692;177.7951574;-0.999259668
3.250968875;10.42056878;0.183905455;177.5869701;-0.999113281
3.244299623;10.46749308;0.184752265;177.9106812;-0.999335208
3.237657679;10.45196243;0.184471966;177.7779321;-0.999248057
3.231042874;10.43914967;0.184240741;177.7820146;-0.999250817
3.224455044;10.45946622;0.184607392;177.7649121;-0.99923922
3.217894024;10.45006291;0.184437685;177.7966112;-0.999260644
3.211359649;10.43816363;0.184222947;177.8732335;-0.999311166
3.204851759;10.41301369;0.183769137;177.8134377;-0.999271892
3.198370192;10.44087418;0.184271861;177.7687006;-0.999241797
3.191914789;10.43039017;0.184082673;177.7930661;-0.999258263
3.185485392;10.42913575;0.184060038;177.9001048;-0.999328461
3.179081844;10.42362355;0.183960574;177.714557;-0.999204559
3.172703989;10.4151353;0.183807417;177.6866514;-0.999185018
3.166351674;10.43857216;0.184230319;177.8827515;-0.999317317
3.160024745;10.39365182;0.183419818;177.8186935;-0.999275388
3.15372305;10.40216262;0.183573361;177.8918524;-0.999323173
3.147446438;10.40130961;0.183557972;177.7952707;-0.999259744
3.141194761;10.41729188;0.183846328;177.9564788;-0.999364029
3.13496787;10.41231496;0.18375653;177.8191097;-0.999275664
3.128765617;10.38094402;0.183190573;177.7660036;-0.999239963
3.122587857;10.39953688;0.183525989;177.9066291;-0.999332627
3.116434445;10.40385187;0.183603838;177.9476816;-0.999358543
3.110305237;10.40959537;0.183707462;177.8078398;-0.99926816
3.104200091;10.39455906;0.183436185;177.9319504;-0.999348672
3.098118865;10.40368044;0.183600745;177.9400603;-0.99935377
3.092061419;10.37714793;0.183122096;177.9304022;-0.999347697
3.086027614;10.38697174;0.183299309;177.8622695;-0.999304046
3.080017312;10.3894246;0.183343558;177.9717035;-0.999373469
3.074030376;10.36182003;0.182845616;177.9577112;-0.999364796
3.068066669;10.35479153;0.182718847;177.8418494;-0.999290689
3.062126057;10.37979565;0.183169857;177.8166266;-0.999274014
3.056208405;10.37290656;0.183045589;177.862113;-0.999303945
3.050313582;10.35776387;0.182772457;178.0437465;-0.999417182
3.044441455;10.36813195;0.182959465;177.9685794;-0.999371538
3.038591893;10.37198324;0.183028934;177.9540253;-0.999362502
3.032764766;10.35693656;0.182757535;178.0288251;-0.999408258
3.026959947;10.3735472;0.183057145;178.021149;-0.999403641
3.021177306;10.35962724;0.182806065;177.9862636;-0.999382431
3.015416717;10.34636746;0.182566915;177.901957;-0.999329645
3.009678054;10.36663927;0.182932541;177.9673372;-0.999370769
3.003961192;10.34988613;0.182630375;178.0332147;-0.999410891
2.998266007;10.32795109;0.182234795;177.8839754;-0.999318106
2.992592376;10.32054943;0.182101324;177.8059859;-0.999266921
2.986940178;10.34247442;0.182496705;178.003713;-0.999393087
2.981309289;10.35421114;0.182708379;178.1126908;-0.999457535
2.975699592;10.32039065;0.182098461;177.8638138;-0.999305051
2.970110965;10.34000236;0.182452123;177.8837644;-0.99931797
2.964543291;10.33276727;0.182321646;178.03226;-0.999410319
2.958996452;10.34697507;0.182577873;177.9651675;-0.999369425
2.95347033;10.32361377;0.182156581;178.0706937;-0.999433127
2.947964812;10.32153738;0.182119139;177.8921084;-0.999323337
2.94247978;10.32473663;0.182176829;178.0701163;-0.999432787
2.937015122;10.3318647;0.182305369;178.0355063;-0.999412262
2.931570723;10.3134214;0.181972794;178.0463708;-0.999418745
2.926146472;10.31220881;0.18195093;177.9896823;-0.999384526
2.920742257;10.34673115;0.182573474;178.0962033;-0.999448017
2.915357967;10.31116151;0.181932046;177.9975145;-0.999389312
2.909993492;10.32256867;0.182137736;178.018536;-0.999402065
2.904648722;10.29749425;0.181685623;178.1354628;-0.999470546
2.89932355;10.3055707;0.18183124;178.012317;-0.999398306
2.894017868;10.3158154;0.182015961;178.0472201;-0.99941925
2.888731569;10.30893408;0.181891884;177.9811599;-0.999379297
2.883464547;10.31013242;0.18191349;178.1060895;-0.999453734
2.878216696;10.30126065;0.181753529;178.0167228;-0.999400971
2.872987913;10.31637836;0.182026112;178.0792557;-0.999438146
2.867778094;10.3008458;0.18174605;178.1033934;-0.999452178
2.862587135;10.2814809;0.181396926;178.0387055;-0.999414175
2.857414934;10.29871337;0.181707603;178.1178077;-0.999460472
2.85226139;10.27362579;0.18125532;178.0638785;-0.999429115
2.847126402;10.30708326;0.181858512;178.0723643;-0.999434108
2.842009871;10.2622047;0.181049443;178.0538223;-0.99942317
2.836911696;10.26750264;0.181144943;178.1291956;-0.999466981
2.831831779;10.28812672;0.181516736;178.1152139;-0.999458984
2.826770022;10.27766054;0.181328055;178.0044885;-0.999393558
2.821726328;10.31479655;0.18199759;178.0887656;-0.999443696
2.816700601;10.29358301;0.181615106;178.1577393;-0.99948312
2.811692744;10.28265304;0.181418057;178.1128824;-0.999457645
2.806702663;10.27439123;0.181269119;178.1279493;-0.99946627
2.801730263;10.27433678;0.181268137;178.0496062;-0.999420668
2.79677545;10.28643375;0.181486215;178.1666042;-0.999488082
2.791838131;10.26168204;0.181040022;178.1189231;-0.999461112
2.786918214;10.28355341;0.181434288;178.142823;-0.999474717
2.782015607;10.26512281;0.181102044;178.0880997;-0.999443308
2.777130218;10.27593792;0.181297001;178.2097637;-0.999511898
2.772261957;10.25756687;0.180965846;178.2151386;-0.999514825
2.767410734;10.23830253;0.18061863;178.0354327;-0.999412218
2.76257646;10.26454164;0.181091568;178.1400772;-0.999473163
2.757759046;10.27287777;0.181241836;178.166814;-0.999488199
2.752958404;10.25623104;0.180941768;178.1128681;-0.999457637
2.748174447;10.23789924;0.180611362;178.0972177;-0.999448605
2.743407087;10.26843808;0.181161805;178.1685341;-0.999489159
2.738656239;10.26945533;0.181180142;178.146604;-0.999476854
2.733921818;10.24118175;0.180670522;177.9821102;-0.999379881
2.729203737;10.24345053;0.180711412;178.076152;-0.999436329
2.724501912;10.24608946;0.180758975;178.0561588;-0.999424554
2.71981626;10.25346026;0.180891826;178.1916748;-0.999501986
2.715146698;10.20976488;0.180104351;178.1762952;-0.999493479
2.710493141;10.23664084;0.180588682;178.174888;-0.999492697
2.70585551;10.22760377;0.180425816;178.1909213;-0.999501571
2.701233721;10.26716679;0.181138889;178.1707001;-0.999490367
2.696627694;10.23671165;0.180589958;178.1969349;-0.999504879
2.692037348;10.22083751;0.180303881;178.1009849;-0.999450786
2.687462603;10.24752765;0.180784896;178.2237947;-0.999519519
2.682903381;10.23330603;0.180528581;178.0667303;-0.999430795
2.678359601;10.24535533;0.180745743;178.0250103;-0.999405966
2.673831186;10.22087517;0.18030456;178.1445071;-0.999475669
2.669318058;10.21677112;0.180230603;178.1435648;-0.999475137
2.66482014;10.22597615;0.180396484;178.1122224;-0.999457266
2.660337354;10.22315801;0.180345698;178.2051438;-0.999509376
2.655869625;10.21718834;0.180238121;178.200619;-0.9995069
2.651416878;10.21798768;0.180252526;178.2854647;-0.999552302
2.646979035;10.23967442;0.180643355;178.1902703;-0.999501212
2.642556024;10.22317989;0.180346093;178.209192;-0.999511587
2.63814777;10.23435238;0.180547439;178.2838681;-0.999551468
2.633754198;10.21819364;0.180256237;178.1878042;-0.999499852
2.629375236;10.20486763;0.180016107;178.1608048;-0.999484839
2.625010812;10.23455528;0.180551095;178.1764843;-0.999493584
2.620660852;10.21023513;0.180112825;178.2588919;-0.999538318
2.616325285;10.21990197;0.180287022;178.287613;-0.999553423
2.612004039;10.20467589;0.180012652;178.2254396;-0.999520408
2.607697045;10.21508092;0.180200145;178.2003121;-0.999506731
2.603404231;10.20801835;0.18007288;178.2106385;-0.999512375
2.599125527;10.20090647;0.179944732;178.21328;-0.999513814
2.594860865;10.21001085;0.180108784;178.1510557;-0.999479363
2.590610174;10.20237808;0.179971249;178.1944768;-0.999503528
2.586373387;10.20072401;0.179941445;178.2301426;-0.999522947
2.582150435;10.19264176;0.179795819;178.1985076;-0.999505742
2.577941252;10.18623813;0.179680444;178.1772033;-0.999493984
2.573745768;10.1896772;0.179742406;178.2340961;-0.999525076
2.569563919;10.19705529;0.179875341;178.2619748;-0.999539952
2.565395636;10.20171634;0.179959325;178.2998989;-0.999559808
2.561240856;10.19307431;0.179803613;178.2116078;-0.999512903
2.557099511;10.18359736;0.179632866;178.1194321;-0.999461403
2.552971537;10.1663733;0.179322566;178.3150685;-0.999567628
2.548856869;10.18367694;0.1796343;178.265107;-0.999541608
2.544755444;10.18352284;0.179631524;178.1639341;-0.99948659
2.540667196;10.19295417;0.179801448;178.2862452;-0.999552709
2.536592064;10.17859979;0.179542829;178.3245864;-0.999572498
2.532529983;10.17039846;0.179395079;178.2098584;-0.99951195
2.528480891;10.19831734;0.179898081;178.2367601;-0.999526507
2.524444726;10.16826307;0.17935661;178.296906;-0.999558257
2.520421427;10.18200333;0.179604148;178.2683743;-0.999543333
2.516410931;10.17551519;0.179487258;178.189394;-0.999500729
2.512413178;10.17017054;0.179390973;178.2835134;-0.999551282
2.508428107;10.15360841;0.179092622;178.2716818;-0.999545076
2.504455658;10.15325376;0.179086233;178.2097598;-0.999511896
2.50049577;10.21071275;0.180121432;178.3653394;-0.999593041
2.496548386;10.1622523;0.179248329;178.2064906;-0.999510112
2.492613444;10.18006582;0.179569241;178.3467894;-0.999583753
2.488690888;10.16018533;0.179211095;178.2641249;-0.999541089
2.484780657;10.17817592;0.179535193;178.3129877;-0.999566559
2.480882695;10.16358135;0.179272271;178.2199658;-0.999517445
2.476996943;10.15725537;0.179158316;178.3204864;-0.999570404
2.473123345;10.15446064;0.179107973;178.4113868;-0.999615644
2.469261843;10.1440073;0.178919681;178.278147;-0.999548473
2.465412381;10.18484844;0.179655406;178.2591362;-0.999538448
2.461574902;10.14464669;0.178931198;178.2768652;-0.9995478
2.457749351;10.1641351;0.179282246;178.4168884;-0.999618302
2.453935673;10.16253357;0.179253396;178.3006722;-0.999560208
2.450133811;10.16498206;0.179297504;178.3322169;-0.999576383
2.446343711;10.14147448;0.178874061;178.2640568;-0.999541053
2.442565319;10.14212568;0.17888579;178.3602069;-0.999590482
2.438798581;10.15849698;0.179180681;178.355762;-0.999588259
2.435043442;10.15230265;0.179069101;178.227007;-0.999521255
2.43129985;10.14453521;0.17892919;178.4381201;-0.999628471
2.42756775;10.13996793;0.178846925;178.3129974;-0.999566564
2.423847091;10.16123603;0.179230022;178.1623216;-0.999485688
2.420137819;10.14197139;0.178883011;178.3622518;-0.999591502
2.416439882;10.12314361;0.178543909;178.3214831;-0.999570913
2.41275323;10.15476162;0.179113395;178.2714988;-0.999544979
2.409077809;10.13332262;0.178727235;178.2510564;-0.999534154
2.405413569;10.13308427;0.178722942;178.400819;-0.999610514
2.401760458;10.13625596;0.178780067;178.4071029;-0.999613569
2.398118427;10.13261074;0.178714414;178.1690639;-0.999489455
2.394487425;10.14006736;0.178848716;178.453133;-0.999635578
2.390867401;10.13552366;0.178766878;178.3637792;-0.999592264
2.387258307;10.14366618;0.178913537;178.2817582;-0.999550364
2.383660092;10.11519611;0.178400781;178.2666892;-0.999542444
2.380072708;10.12553984;0.178587064;178.2760121;-0.999547352
2.376496105;10.12758538;0.178623905;178.4224484;-0.999620978
2.372930236;10.1190683;0.178470515;178.4770381;-0.999646754
2.369375052;10.14092479;0.17886416;178.3205989;-0.999570461
2.365830505;10.13874081;0.178824823;178.4052035;-0.999612647
2.362296547;10.13200217;0.178703453;178.472724;-0.99964475
2.35877313;10.12352683;0.178550811;178.4020614;-0.999611119
2.355260209;10.12393048;0.17855808;178.2011657;-0.999507199
2.351757736;10.14099996;0.178865514;178.3456383;-0.999583173
2.348265664;10.12366734;0.178553341;178.4735695;-0.999645143
2.344783948;10.11838015;0.178458122;178.3437958;-0.999582244
2.341312541;10.11383755;0.178376315;178.3878509;-0.999604172
2.337851397;10.12715843;0.178616215;178.4776093;-0.999647019
2.334400471;10.11797327;0.178450794;178.4058392;-0.999612955
2.330959719;10.12154804;0.178515173;178.3742989;-0.99959749
2.327529094;10.10341881;0.178188694;178.4255966;-0.999622489
2.324108552;10.13756596;0.178803662;178.2939985;-0.999556747
2.32069805;10.12435556;0.178565736;178.4718308;-0.999644334
2.317297542;10.0993755;0.178115885;178.3001068;-0.999559915
2.313906985;10.10891481;0.178287664;178.3557394;-0.999588248
2.310526335;10.11659376;0.178425951;178.4443868;-0.999631446
2.30715555;10.11796144;0.178450581;178.2872724;-0.999553245
2.303794585;10.08552099;0.177866417;178.3538385;-0.999587295
2.300443398;10.10718506;0.178256515;178.4112553;-0.999615581
2.297101946;10.12454927;0.178569224;178.3966957;-0.999608503
2.293770188;10.10845297;0.178279347;178.2693614;-0.999543853
2.29044808;10.10789327;0.178269268;178.429071;-0.999624153
2.287135582;10.10879989;0.178285595;178.4072647;-0.999613647
2.28383265;10.11916857;0.178472321;178.2984009;-0.999559032
2.280539245;10.10528581;0.178222314;178.3492693;-0.999585001
2.277255325;10.09640346;0.178062368;178.5144857;-0.999663911
2.273980848;10.10097933;0.178144765;178.5354605;-0.999673334
2.270715775;10.08852896;0.177920578;178.4991122;-0.999656919
2.267460065;10.08981468;0.177943728;178.5368671;-0.999673962
2.264213677;10.09509585;0.178038822;178.3466695;-0.999583693
2.260976572;10.10667664;0.178247359;178.4009551;-0.99961058
2.257748709;10.09987025;0.178124794;178.4963293;-0.999655646
2.25453005;10.09922538;0.178113182;178.3677352;-0.999594233
2.251320555;10.11229862;0.178348601;178.4040632;-0.999612093
2.248120185;10.10042759;0.17813483;178.5208689;-0.999666793
2.244928901;10.08761868;0.177904187;178.5604008;-0.999684365
2.241746665;10.09607469;0.178056448;178.3550185;-0.999587886
2.238573437;10.08122502;0.177789068;178.5717324;-0.999689314
2.23540918;10.09502703;0.178037583;178.4212598;-0.999620407
2.232253856;10.09626954;0.178059956;178.4103381;-0.999615137
2.229107428;10.0877525;0.177906597;178.3557339;-0.999588245
2.225969856;10.09373609;0.178014338;178.3677441;-0.999594238
2.222841105;10.09637901;0.178061928;178.417029;-0.99961837
2.219721137;10.09375717;0.178014717;178.3512567;-0.999586
2.216609914;10.08058878;0.177777612;178.6182775;-0.999709233
2.213507402;10.0751201;0.177679151;178.3966884;-0.9996085
2.210413562;10.08265631;0.177814838;178.5810526;-0.999693356
2.207328358;10.07987995;0.17776485;178.464915;-0.999641108
2.204251755;10.09074712;0.177960518;178.439458;-0.999629107
2.201183716;10.07136179;0.177611486;178.5457495;-0.999677908
2.198124206;10.07055535;0.177596967;178.3698584;-0.999595288
2.19507319;10.07434992;0.177665284;178.4259625;-0.999622665
2.192030631;10.07265258;0.177634725;178.4892323;-0.999652388
2.188996495;10.07636165;0.177701504;178.56546;-0.99968658
2.185970747;10.06679733;0.177529309;178.5319201;-0.999671753
2.182953352;10.06826206;0.177555679;178.4377326;-0.999628286
2.179944276;10.07591019;0.177693376;178.4582009;-0.999637962
2.176943484;10.07385236;0.177656326;178.6013972;-0.999702085
2.173950942;10.05763425;0.177364347;178.5910028;-0.999697641
2.170966616;10.06387667;0.177476728;178.5351503;-0.999673196
2.167990473;10.07393324;0.177657782;178.5813198;-0.999693471
2.165022478;10.06844068;0.177558895;178.5602332;-0.999684292
2.162062599;10.05710959;0.177354902;178.3811782;-0.999600889
2.159110802;10.06714748;0.177535613;178.3670663;-0.999593901
2.156167053;10.07388027;0.177656828;178.3926395;-0.99960652
2.153231321;10.07007866;0.177588385;178.578658;-0.99969232
2.150303572;10.05536842;0.177323557;178.5084844;-0.99966119
2.147383775;10.07786478;0.177728567;178.4618943;-0.999639694
2.144471895;10.06474974;0.177492446;178.5289792;-0.999670437
2.141567902;10.05282038;0.177277688;178.6346797;-0.999716095
2.138671764;10.04802671;0.177191394;178.4813402;-0.999648747
2.135783448;10.04709921;0.177174698;178.471747;-0.999644295
2.132902923;10.05900579;0.177389038;178.5884774;-0.999696556
2.130030157;10.05713286;0.177355321;178.4830886;-0.999649555
2.12716512;10.03804635;0.177011741;178.654841;-0.999724417
2.12430778;10.05819385;0.177374421;178.5693028;-0.999688256
2.121458105;10.04619888;0.177158491;178.5475919;-0.999678724
2.118616066;10.06308448;0.177462466;178.4849302;-0.999650405
2.115781631;10.06203121;0.177443504;178.5054651;-0.999659817
2.112954771;10.04428743;0.177124083;178.6140599;-0.999707455
2.110135454;10.04223139;0.177087073;178.6514668;-0.999723033
2.107323651;10.04683027;0.177169857;178.594656;-0.999699207
2.104519331;10.05659361;0.177345613;178.5784899;-0.999692247
2.101722466;10.0410657;0.17706609;178.6762989;-0.999733139
2.098933024;10.03491914;0.176955451;178.5783973;-0.999692207
2.096150977;10.04055068;0.177056819;178.4251299;-0.999622265
2.093376295;10.06572177;0.177509945;178.5110979;-0.999662377
2.090608949;10.05391088;0.177297319;178.4816006;-0.999648867
2.08784891;10.04516335;0.177139851;178.6157188;-0.999708155
2.085096149;10.03990016;0.17704511;178.4711011;-0.999643995
2.082350637;10.05192133;0.177261503;178.4317243;-0.999625422
2.079612346;10.04771673;0.177185814;178.5883221;-0.999696489
2.076881248;10.04581246;0.177151535;178.658684;-0.99972599
2.074157313;10.04597794;0.177154514;178.5719063;-0.99968939
2.071440514;10.0398778;0.177044707;178.4426601;-0.999630627
2.068730823;10.03293494;0.176919736;178.5946123;-0.999699188
2.066028212;10.02492561;0.176775575;178.7453097;-0.999760238
2.063332653;10.03934623;0.177035139;178.7206756;-0.999750731
2.060644118;10.01824565;0.176655347;178.4939264;-0.999654544
2.057962581;10.03708806;0.176994491;178.4953617;-0.999655203
2.055288014;10.04763756;0.177184389;178.5327069;-0.999672105
2.05262039;10.04297323;0.177100427;178.5064488;-0.999660265
2.049959681;10.00686299;0.176450489;178.6233249;-0.999711353
2.047305862;10.04317929;0.177104136;178.5341421;-0.999672746
2.044658905;10.03834319;0.177017084;178.5961118;-0.999699829
2.042018783;10.03433554;0.176944946;178.5396888;-0.999675218
2.03938547;10.02899342;0.176848791;178.4975574;-0.999656208
2.036758941;10.03572445;0.176969946;178.6418151;-0.999719054
2.034139168;10.04529007;0.177142132;178.6140481;-0.99970745
2.031526126;10.02093195;0.176703695;178.6999905;-0.999742606
2.028919788;10.00967001;0.176501007;178.6231792;-0.999711292
2.02632013;10.030499;0.17687589;178.6448826;-0.999720322
2.023727125;10.03512958;0.176959239;178.5765697;-0.999691415
2.021140748;10.04587328;0.17715263;178.4927428;-0.999654001
2.018560973;10.01759508;0.176643638;178.5427678;-0.999676586
2.015987776;10.02397248;0.17675842;178.545441;-0.999677771
2.013421131;10.04035233;0.177053249;178.4576956;-0.999637725
2.010861012;10.01609537;0.176616646;178.5473955;-0.999678637
2.008307396;10.02823735;0.176835182;178.6796759;-0.999734499
2.005760258;10.02598937;0.176794721;178.6934273;-0.99974
2.003219572;10.01785297;0.176648279;178.6199861;-0.999709951
2.000685315;10.02106715;0.176706128;178.655231;-0.999724577
1.998157462;10.0247855;0.176773053;178.6868624;-0.999737381
1.995635989;10.03015916;0.176869773;178.5051643;-0.99965968
1.993120871;10.0284517;0.176839041;178.5584859;-0.999683525
1.990612085;10.04070828;0.177059656;178.5805941;-0.999693157
1.988109607;10.02443781;0.176766795;178.6021867;-0.999702422
1.985613413;10.00627051;0.176439827;178.610514;-0.999705956
1.983123479;9.993688833;0.176213408;178.6744486;-0.999732392
1.980639782;10.02585463;0.176792296;178.4907516;-0.999653087
1.978162299;10.01625028;0.176619434;178.6613248;-0.999727067
1.975691006;10.00486048;0.176414451;178.5992913;-0.999701188
1.973225879;10.01645137;0.176623054;178.6608325;-0.999726867
1.970766897;10.016848;0.176630192;178.6308407;-0.999714496
1.968314036;10.00973501;0.176502177;178.6127035;-0.999706882
1.965867273;10.02947774;0.176857508;178.628688;-0.999713598
1.963426585;10.00251521;0.176372245;178.602682;-0.999702632
1.96099195;10.01342227;0.176568537;178.7858327;-0.999775475
1.958563346;10.003763;0.1763947;178.7793158;-0.999773058
1.956140749;9.99698905;0.176272796;178.4395782;-0.999629164
1.953724139;10.01029805;0.17651231;178.6491541;-0.999722082
1.951313492;10.01137019;0.176531605;178.6111069;-0.999706207
1.948908786;10.00314807;0.176383634;178.6397127;-0.999718184
1.94651;9.99796899;0.176290431;178.5345102;-0.99967291
1.944117112;9.996276517;0.176259974;178.6061044;-0.999704087
1.9417301;9.992066942;0.176184221;178.656734;-0.999725192
1.939348942;10.00700773;0.176453094;178.6648345;-0.999728497
1.936973617;10.00232893;0.176368892;178.5968136;-0.999700129
1.934604104;9.993693605;0.176213493;178.6190347;-0.999709551
1.932240381;10.01092367;0.176523569;178.6781525;-0.999733886
1.929882427;10.0122455;0.176547358;178.540912;-0.999675762
1.927530221;10.01268113;0.176555199;178.6396207;-0.999718146
1.925183742;9.990896422;0.176163158;178.6760753;-0.999733049
1.922842968;10.01507936;0.176598361;178.6061232;-0.999704095
1.92050788;10.00547562;0.176425521;178.7667049;-0.999768345
1.918178457;9.99304253;0.176201777;178.5395317;-0.999675148
